SKU,Product,Manufacturer,Category,Type,Species,Finish,Width,Length,Thickness,Sell ex VAT,Slug,Image URL
WO45919TED,Smoke Herringbone (127 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,127,508,15,82.5,smoke-herringbone-127-mm,product-images/wood/ted-todd/smoke-herringbone-127-mm.jpg
WO27314TED,Smoke Plank (180 mm),Ted Todd,Wood,Plank,European Oak,Oil,180,2200,15,75.0,smoke-plank-180-mm,product-images/wood/ted-todd/smoke-plank-180-mm.jpg
WO23072TED,Stonewash Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,480,15,85.83333333333334,stonewash-chevron-90-mm,product-images/wood/ted-todd/stonewash-chevron-90-mm.jpg
WO11980TED,Stonewash Herringbone (127 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,127,508,15,75.0,stonewash-herringbone-127-mm,product-images/wood/ted-todd/stonewash-herringbone-127-mm.jpg
WO82672TED,Stonewash Plank (180 mm),Ted Todd,Wood,Plank,European Oak,Oil,180,2200,15,71.66666666666667,stonewash-plank-180-mm,product-images/wood/ted-todd/stonewash-plank-180-mm.jpg
WO12926TED,Alabaster Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,60.0,alabaster-plank-190-mm,product-images/wood/ted-todd/alabaster-plank-190-mm.jpg
WO46862TED,Almond Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,61.66666666666667,almond-herringbone-90-mm,product-images/wood/ted-todd/almond-herringbone-90-mm.jpg
WO55663TED,Almond Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,57.5,almond-plank-190-mm,product-images/wood/ted-todd/almond-plank-190-mm.jpg
WO93885TED,Almond Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,75.0,almond-extra-wide-plank-260-mm,product-images/wood/ted-todd/almond-extra-wide-plank-260-mm.jpg
WO76374TED,Brindle Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,61.66666666666667,brindle-plank-190-mm,product-images/wood/ted-todd/brindle-plank-190-mm.jpg
WO63466TED,Brindle Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,64.16666666666667,brindle-herringbone-90-mm,product-images/wood/ted-todd/brindle-herringbone-90-mm.jpg
WO72056TED,Brindle Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,78.33333333333333,brindle-extra-wide-plank-260-mm,product-images/wood/ted-todd/brindle-extra-wide-plank-260-mm.jpg
WO15016TED,Bourne Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,57.5,bourne-plank-190-mm,product-images/wood/ted-todd/bourne-plank-190-mm.jpg
WO97374TED,Calico Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,55.83333333333333,calico-plank-190-mm,product-images/wood/ted-todd/calico-plank-190-mm.jpg
WO23165TED,Calico Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,75.0,calico-extra-wide-plank-260-mm,product-images/wood/ted-todd/calico-extra-wide-plank-260-mm.jpg
WO56964TED,Caramel Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,62.5,caramel-herringbone-90-mm,product-images/wood/ted-todd/caramel-herringbone-90-mm.jpg
WO44956TED,Caramel Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,60.0,caramel-plank-190-mm,product-images/wood/ted-todd/caramel-plank-190-mm.jpg
WO86609TED,Creech Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,57.5,creech-plank-190-mm,product-images/wood/ted-todd/creech-plank-190-mm.jpg
WO73838TED,Haling Plank (Prime) (Absolute Matt Lacq.) (190 mm) ,Ted Todd,Wood,Plank,European Oak,Matt Lacquer,190,1900,14,71.66666666666667,haling-plank-prime-absolute-matt-lacq-190-mm,product-images/wood/ted-todd/haling-plank-prime-absolute-matt-lacq-190-mm.jpg
WO31877TED,Kennet Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,62.5,kennet-herringbone-90-mm,product-images/wood/ted-todd/kennet-herringbone-90-mm.jpg
WO17099TED,Kennet Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,60.0,kennet-plank-190-mm,product-images/wood/ted-todd/kennet-plank-190-mm.jpg
WO21889TED,Kinsley Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,60.0,kinsley-plank-190-mm,product-images/wood/ted-todd/kinsley-plank-190-mm.jpg
WO71343TED,Linton Plank (Absolute Matt Lacquer) (190 mm) ,Ted Todd,Wood,Plank,European Oak,Matt Lacquer,190,1900,14,57.5,linton-plank-absolute-matt-lacquer-190-mm,product-images/wood/ted-todd/linton-plank-absolute-matt-lacquer-190-mm.jpg
WO54511TED,Ollerton Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,62.5,ollerton-herringbone-90-mm,product-images/wood/ted-todd/ollerton-herringbone-90-mm.jpg
WO25996TED,Ollerton Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,60.0,ollerton-plank-190-mm,product-images/wood/ted-todd/ollerton-plank-190-mm.jpg
WO55706TED,Petworth Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,62.5,petworth-herringbone-90-mm,product-images/wood/ted-todd/petworth-herringbone-90-mm.jpg
WO76622TED,Petworth Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,61.66666666666667,petworth-plank-190-mm,product-images/wood/ted-todd/petworth-plank-190-mm.jpg
WO41684TED,Petworth Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,76.66666666666667,petworth-extra-wide-plank-260-mm,product-images/wood/ted-todd/petworth-extra-wide-plank-260-mm.jpg
WO87221TED,Porcelain Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,57.5,porcelain-plank-190-mm,product-images/wood/ted-todd/porcelain-plank-190-mm.jpg
WO78962TED,Ryhill Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,64.16666666666667,ryhill-plank-190-mm,product-images/wood/ted-todd/ryhill-plank-190-mm.jpg
WO53629TED,Ryhill Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,66.66666666666667,ryhill-herringbone-90-mm,product-images/wood/ted-todd/ryhill-herringbone-90-mm.jpg
WO69655TED,Ryhill Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,82.5,ryhill-extra-wide-plank-260-mm,product-images/wood/ted-todd/ryhill-extra-wide-plank-260-mm.jpg
WO51896TED,Tattenhall Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,62.5,tattenhall-herringbone-90-mm,product-images/wood/ted-todd/tattenhall-herringbone-90-mm.jpg
WO58003TED,Tattenhall Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,61.66666666666667,tattenhall-plank-190-mm,product-images/wood/ted-todd/tattenhall-plank-190-mm.jpg
WO85664TED,Tattenhall Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,European Oak,Oil,260,2200,15,76.66666666666667,tattenhall-extra-wide-plank-260-mm,product-images/wood/ted-todd/tattenhall-extra-wide-plank-260-mm.jpg
WO21793TED,Clevedon Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,14,52.5,clevedon-herringbone-90-mm,product-images/wood/ted-todd/clevedon-herringbone-90-mm.jpg
WO87938TED,Clevedon Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,14,49.16666666666667,clevedon-plank-190-mm,product-images/wood/ted-todd/clevedon-plank-190-mm.jpg
WO44786TED,Torelli Herringbone (100 mm),Ted Todd,Wood,Herringbone,European Oak,Satin Lacquer,100,500,20,89.16666666666666,torelli-herringbone-100-mm,product-images/wood/ted-todd/torelli-herringbone-100-mm.jpg
WO74685TED,Torelli Plank (180 mm),Ted Todd,Wood,Plank,European Oak,Satin Lacquer,180,2200,20,82.5,torelli-plank-180-mm,product-images/wood/ted-todd/torelli-plank-180-mm.jpg
WO43101TED,Darwin Plank (Morado) (135 mm),Ted Todd,Wood,Plank,Morado,Satin Lacquer,135,1400,19,152.5,darwin-plank-morado-135-mm,product-images/wood/ted-todd/darwin-plank-morado-135-mm.jpg
WO67197TED,Birnham Narrow Plank (135 mm),Ted Todd,Wood,Plank,Tajibo,Satin Lacquer,135,1400,19,131.66666666666666,birnham-narrow-plank-135-mm,product-images/wood/ted-todd/birnham-narrow-plank-135-mm.jpg
WO43923TED,Blackmuir Unfinished Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,American Walnut,Unfinished,220,1860,20,111.66666666666666,blackmuir-unfinished-extra-wide-plank-220-mm,product-images/wood/ted-todd/blackmuir-unfinished-extra-wide-plank-220-mm.jpg
WO33013TED,Ibis Douglas Fir Extra Wide Plank (260 mm),Ted Todd,Wood,Plank,Douglas Fir,Satin Lacquer,260,600 – 3000,30,137.5,ibis-douglas-fir-extra-wide-plank-260-mm,product-images/wood/ted-todd/ibis-douglas-fir-extra-wide-plank-260-mm.jpg
WO34223TED,Neckar Herringbone (70 mm),Ted Todd,Wood,Herringbone,European Oak,Unfinished,100,500,20,104.16666666666666,neckar-herringbone-70-mm,product-images/wood/ted-todd/neckar-herringbone-70-mm.jpg
WO13883TED,Flax Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,71.66666666666667,flax-extra-wide-plank-220-mm,product-images/wood/ted-todd/flax-extra-wide-plank-220-mm.jpg
WO47072TED,Fleece Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,540,15,76.66666666666667,fleece-chevron-90-mm,product-images/wood/ted-todd/fleece-chevron-90-mm.jpg
WO71146TED,Fleece Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,15,73.33333333333333,fleece-herringbone-90-mm,product-images/wood/ted-todd/fleece-herringbone-90-mm.jpg
WO70649TED,Fleece Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,15,66.66666666666667,fleece-plank-190-mm,product-images/wood/ted-todd/fleece-plank-190-mm.jpg
WO35496TED,Fleece Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,84.16666666666666,fleece-extra-wide-plank-220-mm,product-images/wood/ted-todd/fleece-extra-wide-plank-220-mm.jpg
WO50501TED,Flint Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Matt Lacquer,190,1900,15,66.66666666666667,flint-plank-190-mm,product-images/wood/ted-todd/flint-plank-190-mm.jpg
WO45769TED,Flint Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Matt Lacquer,90,450,15,73.33333333333333,flint-herringbone-90-mm,product-images/wood/ted-todd/flint-herringbone-90-mm.jpg
WO45904TED,Furrow Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,540,15,80.83333333333334,furrow-chevron-90-mm,product-images/wood/ted-todd/furrow-chevron-90-mm.jpg
WO66392TED,Furrow Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,15,76.66666666666667,furrow-herringbone-90-mm,product-images/wood/ted-todd/furrow-herringbone-90-mm.jpg
WO31092TED,Furrow Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,15,70.0,furrow-plank-190-mm,product-images/wood/ted-todd/furrow-plank-190-mm.jpg
WO34001TED,Furrow Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,85.83333333333334,furrow-extra-wide-plank-220-mm,product-images/wood/ted-todd/furrow-extra-wide-plank-220-mm.jpg
WO22405TED,Husk Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,540,15,76.66666666666667,husk-chevron-90-mm,product-images/wood/ted-todd/husk-chevron-90-mm.jpg
WO95484TED,Husk Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,15,73.33333333333333,husk-herringbone-90-mm,product-images/wood/ted-todd/husk-herringbone-90-mm.jpg
WO74303TED,Husk Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,15,66.66666666666667,husk-plank-190-mm,product-images/wood/ted-todd/husk-plank-190-mm.jpg
WO81085TED,Husk Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,84.16666666666666,husk-extra-wide-plank-220-mm,product-images/wood/ted-todd/husk-extra-wide-plank-220-mm.jpg
WO50726TED,Malting Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Lacquer,190,1900,15,66.66666666666667,malting-plank-190-mm,product-images/wood/ted-todd/malting-plank-190-mm.jpg
WO86933TED,Raw Cotton Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,540,15,76.66666666666667,raw-cotton-chevron-90-mm,product-images/wood/ted-todd/raw-cotton-chevron-90-mm.jpg
WO95774TED,Raw Cotton Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,15,73.33333333333333,raw-cotton-herringbone-90-mm,product-images/wood/ted-todd/raw-cotton-herringbone-90-mm.jpg
WO34913TED,Raw Cotton Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,15,66.66666666666667,raw-cotton-plank-190-mm,product-images/wood/ted-todd/raw-cotton-plank-190-mm.jpg
WO19334TED,Raw Cotton Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,84.16666666666666,raw-cotton-extra-wide-plank-220-mm,product-images/wood/ted-todd/raw-cotton-extra-wide-plank-220-mm.jpg
WO52614TED,Strand Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,15,66.66666666666667,strand-plank-190-mm,product-images/wood/ted-todd/strand-plank-190-mm.jpg
WO90329TED,Sugar Cane Chevron (90 mm),Ted Todd,Wood,Chevron,European Oak,Oil,90,540,15,76.66666666666667,sugar-cane-chevron-90-mm,product-images/wood/ted-todd/sugar-cane-chevron-90-mm.jpg
WO80226TED,Sugar Cane Herringbone (90 mm),Ted Todd,Wood,Herringbone,European Oak,Oil,90,450,15,73.33333333333333,sugar-cane-herringbone-90-mm,product-images/wood/ted-todd/sugar-cane-herringbone-90-mm.jpg
WO76071TED,Sugar Cane Plank (190 mm),Ted Todd,Wood,Plank,European Oak,Oil,190,1900,20,66.66666666666667,sugar-cane-plank-190-mm,product-images/wood/ted-todd/sugar-cane-plank-190-mm.jpg
WO80688TED,Sugar Cane Extra Wide Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,84.16666666666666,sugar-cane-extra-wide-plank-220-mm,product-images/wood/ted-todd/sugar-cane-extra-wide-plank-220-mm.jpg
WO73419TED,Woodworks Lauzes Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,137.5,woodworks-lauzes-plank-220-mm,product-images/wood/ted-todd/woodworks-lauzes-plank-220-mm.jpg
WO98764TED,Woodworks Quissac Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,137.5,woodworks-quissac-plank-220-mm,product-images/wood/ted-todd/woodworks-quissac-plank-220-mm.jpg
WO17234TED,Woodworks Tolland Plank (220 mm),Ted Todd,Wood,Plank,European Oak,Oil,220,2200,20,173.33333333333331,woodworks-tolland-plank-220-mm,product-images/wood/ted-todd/woodworks-tolland-plank-220-mm.jpg
WO94948VFX,Alpine Broad Oak,V4,Wood,Plank,European Oak,Oil,220,2200,20,66.66666666666667,alpine-broad-oak,product-images/wood/v4/alpine-broad-oak.jpg
WO35967VFX,Alpine Brushed Oak,V4,Wood,Plank,European Oak,Lacquer,190,300 – 1200,14,50.83333333333333,alpine-brushed-oak,product-images/wood/v4/alpine-brushed-oak.jpg
WO72218VFX,Alpine Canyon Oak,V4,Wood,Plank,European Oak,Oil,190,1900,18,61.66666666666667,alpine-canyon-oak,product-images/wood/v4/alpine-canyon-oak.jpg
WO19040VFX,Alpine Forest Oak,V4,Wood,Plank,European Oak,Oil,150,300 – 1200,18,55.0,alpine-forest-oak,product-images/wood/v4/alpine-forest-oak.jpg
WO41238VFX,Alpine Glade Oak,V4,Wood,Plank,European Oak,Lacquer,190,1900,14,57.5,alpine-glade-oak,product-images/wood/v4/alpine-glade-oak.jpg
WO47891VFX,Alpine Golden Oak,V4,Wood,Plank,European Oak,Oil,125,300 – 1200,18,56.66666666666667,alpine-golden-oak,product-images/wood/v4/alpine-golden-oak.jpg
WO35895VFX,Alpine Hillside Oak,V4,Wood,Plank,European Oak,Lacquer,190,1900,18,61.66666666666667,alpine-hillside-oak,product-images/wood/v4/alpine-hillside-oak.jpg
WO24681VFX,Alpine Sunlit Oak,V4,Wood,Plank,European Oak,Satin Lacquer,125,300 – 1200,18,53.33333333333333,alpine-sunlit-oak,product-images/wood/v4/alpine-sunlit-oak.jpg
WO63914VFX,Alpine Upland Oak,V4,Wood,Plank,European Oak,Oil,150,1900,14,55.0,alpine-upland-oak,product-images/wood/v4/alpine-upland-oak.jpg
WO26491VFX,Alpine Vale Oak,V4,Wood,Plank,European Oak,Oil,150,1900,14,55.0,alpine-vale-oak,product-images/wood/v4/alpine-vale-oak.jpg
WO44992VFX,Baristi Herringbone Baba Buden,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-baba-buden,product-images/wood/v4/baristi-herringbone-baba-buden.jpg
WO25551VFX,Baristi Herringbone Blue Mountain,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-blue-mountain,product-images/wood/v4/baristi-herringbone-blue-mountain.jpg
WO58918VFX,Baristi Herringbone Catuai,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-catuai,product-images/wood/v4/baristi-herringbone-catuai.jpg
WO78532VFX,Baristi Herringbone Caturra,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-caturra,product-images/wood/v4/baristi-herringbone-caturra.jpg
WO59466VFX,Baristi Herringbone Geisha,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-geisha,product-images/wood/v4/baristi-herringbone-geisha.jpg
WO51249VFX,Baristi Herringbone Mandheling,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-mandheling,product-images/wood/v4/baristi-herringbone-mandheling.jpg
WO83461VFX,Baristi Herringbone Pacamera,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-pacamera,product-images/wood/v4/baristi-herringbone-pacamera.jpg
WO38311VFX,Baristi Herringbone Sidamo,V4,Wood,Herringbone,European Oak,Oil,100,600,15,104.16666666666666,baristi-herringbone-sidamo,product-images/wood/v4/baristi-herringbone-sidamo.jpg
WO32047VFX,Baristi Herringbone Smoked Villalobos,V4,Wood,Herringbone,European Oak,Oil,100,600,15,117.5,baristi-herringbone-smoked-villalobos,product-images/wood/v4/baristi-herringbone-smoked-villalobos.jpg
WO30547VFX,Baristi Herringbone Smoked Yunnan,V4,Wood,Herringbone,European Oak,Oil,100,600,15,117.5,baristi-herringbone-smoked-yunnan,product-images/wood/v4/baristi-herringbone-smoked-yunnan.jpg
WO85876VFX,Baristi Plank Baba Buden,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-baba-buden,product-images/wood/v4/baristi-plank-baba-buden.jpg
WO91778VFX,Baristi Plank Blue Mountain,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-blue-mountain,product-images/wood/v4/baristi-plank-blue-mountain.jpg
WO81514VFX,Baristi Plank Catuai,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-catuai,product-images/wood/v4/baristi-plank-catuai.jpg
WO82988VFX,Baristi Plank Caturra,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-caturra,product-images/wood/v4/baristi-plank-caturra.jpg
WO77459VFX,Baristi Plank Geisha,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-geisha,product-images/wood/v4/baristi-plank-geisha.jpg
WO74133VFX,Baristi Plank Mandheling,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-mandheling,product-images/wood/v4/baristi-plank-mandheling.jpg
WO34462VFX,Baristi Plank Pacamera,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-pacamera,product-images/wood/v4/baristi-plank-pacamera.jpg
WO24371VFX,Baristi Plank Sidamo,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,104.16666666666666,baristi-plank-sidamo,product-images/wood/v4/baristi-plank-sidamo.jpg
WO61606VFX,Baristi Plank Smoked Villalobos,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,117.5,baristi-plank-smoked-villalobos,product-images/wood/v4/baristi-plank-smoked-villalobos.jpg
WO75482VFX,Baristi Plank Smoked Yunnan,V4,Wood,Plank,European Oak,Oil,180,600 - 2300,15,117.5,baristi-plank-smoked-yunnan,product-images/wood/v4/baristi-plank-smoked-yunnan.jpg
WO48167VFX,Bjelin® Earth Grey Ash,V4,Wood,Plank,Ash,Lacquer,206,2200,14,67.5,bjelin-earth-grey-ash,product-images/wood/v4/bjelin-earth-grey-ash.jpg
WO53407VFX,Bjelin® Earth Grey Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-earth-grey-oak,product-images/wood/v4/bjelin-earth-grey-oak.jpg
WO38944VFX,Bjelin® Mineral Grey Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-mineral-grey-oak,product-images/wood/v4/bjelin-mineral-grey-oak.jpg
WO26358VFX,Bjelin® Misty White Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-misty-white-oak,product-images/wood/v4/bjelin-misty-white-oak.jpg
WO39244VFX,Bjelin® Natural Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-natural-oak,product-images/wood/v4/bjelin-natural-oak.jpg
WO28546VFX,Bjelin® Powder White Ash,V4,Wood,Plank,Ash,Lacquer,206,2200,14,67.5,bjelin-powder-white-ash,product-images/wood/v4/bjelin-powder-white-ash.jpg
WO70997VFX,Bjelin® Powder White Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-powder-white-oak,product-images/wood/v4/bjelin-powder-white-oak.jpg
WO11389VFX,Bjelin® Terra Brown Oak,V4,Wood,Plank,European Oak,Lacquer,206,2200,14,61.66666666666667,bjelin-terra-brown-oak,product-images/wood/v4/bjelin-terra-brown-oak.jpg
WO70859VFX,Deco Herringbone Black Walnut,V4,Wood,Herringbone,American Walnut,Oil,90,400,14,64.16666666666667,deco-herringbone-black-walnut,product-images/wood/v4/deco-herringbone-black-walnut.jpg
WO51437VFX,Deco Herringbone Brushed Matt,V4,Wood,Herringbone,European Oak,Lacquer,90,400,14,60.0,deco-herringbone-brushed-matt,product-images/wood/v4/deco-herringbone-brushed-matt.jpg
WO73647VFX,Deco Herringbone Frozen Umber,V4,Wood,Herringbone,European Oak,Oil,90,400,14,60.83333333333333,deco-herringbone-frozen-umber,product-images/wood/v4/deco-herringbone-frozen-umber.jpg
WO58736VFX,Deco Herringbone Natural,V4,Wood,Herringbone,European Oak,Oil,90,400,14,60.0,deco-herringbone-natural,product-images/wood/v4/deco-herringbone-natural.jpg
WO88462VFX,Deco Herringbone Nordic Beach,V4,Wood,Herringbone,European Oak,Oil,90,400,14,60.83333333333333,deco-herringbone-nordic-beach,product-images/wood/v4/deco-herringbone-nordic-beach.jpg
WO97742VFX,Deco Herringbone Shore Drift Oak,V4,Wood,Herringbone,European Oak,Lacquer,90,400,14,63.33333333333333,deco-herringbone-shore-drift-oak,product-images/wood/v4/deco-herringbone-shore-drift-oak.jpg
WO39971VFX,Deco Herringbone Silver Haze,V4,Wood,Herringbone,European Oak,Oil,90,400,14,60.83333333333333,deco-herringbone-silver-haze,product-images/wood/v4/deco-herringbone-silver-haze.jpg
WO36566VFX,Deco Herringbone Smoked Oak,V4,Wood,Herringbone,European Oak,Oil,90,400,14,63.33333333333333,deco-herringbone-smoked-oak,product-images/wood/v4/deco-herringbone-smoked-oak.jpg
WO90568VFX,Deco Herringbone Smoked White Oak,V4,Wood,Herringbone,European Oak,Oil,90,400,14,63.33333333333333,deco-herringbone-smoked-white-oak,product-images/wood/v4/deco-herringbone-smoked-white-oak.jpg
WO31306VFX,Deco Herringbone Tannery Brown,V4,Wood,Herringbone,European Oak,Oil,90,400,14,63.33333333333333,deco-herringbone-tannery-brown,product-images/wood/v4/deco-herringbone-tannery-brown.jpg
WO11418VFX,Deco Plank Black Walnut,V4,Wood,Plank,American Walnut,Oil,190,1900,14,69.16666666666667,deco-plank-black-walnut,product-images/wood/v4/deco-plank-black-walnut.jpg
WO68306VFX,Deco Plank Brushed Matt,V4,Wood,Plank,European Oak,Lacquer,190,1900,14,60.83333333333333,deco-plank-brushed-matt,product-images/wood/v4/deco-plank-brushed-matt.jpg
WO74464VFX,Deco Plank Frozen Umber,V4,Wood,Plank,European Oak,Oil,190,1900,14,62.5,deco-plank-frozen-umber,product-images/wood/v4/deco-plank-frozen-umber.jpg
WO73470VFX,Deco Plank Natural,V4,Wood,Plank,European Oak,Oil,190,1900,14,60.0,deco-plank-natural,product-images/wood/v4/deco-plank-natural.jpg
WO57763VFX,Deco Plank Nordic Beach,V4,Wood,Plank,European Oak,Oil,190,1900,14,62.5,deco-plank-nordic-beach,product-images/wood/v4/deco-plank-nordic-beach.jpg
WO74809VFX,Deco Plank Shore Drift Oak,V4,Wood,Plank,European Oak,Lacquer,190,1900,14,63.33333333333333,deco-plank-shore-drift-oak,product-images/wood/v4/deco-plank-shore-drift-oak.jpg
WO44011VFX,Deco Plank Silver Haze,V4,Wood,Plank,European Oak,Oil,190,1900,14,62.5,deco-plank-silver-haze,product-images/wood/v4/deco-plank-silver-haze.jpg
WO42041VFX,Deco Plank Smoked Oak,V4,Wood,Plank,European Oak,Oil,190,1900,14,63.33333333333333,deco-plank-smoked-oak,product-images/wood/v4/deco-plank-smoked-oak.jpg
WO96805VFX,Deco Plank Smoked White Oak,V4,Wood,Plank,European Oak,Oil,190,1900,14,63.33333333333333,deco-plank-smoked-white-oak,product-images/wood/v4/deco-plank-smoked-white-oak.jpg
WO53340VFX,Deco Plank Tannery Brown,V4,Wood,Plank,European Oak,Oil,190,1900,14,63.33333333333333,deco-plank-tannery-brown,product-images/wood/v4/deco-plank-tannery-brown.jpg
WO95455VFX,Driftwood Brushed Oak,V4,Wood,Plank,European Oak,Lacquer,180,2200,14,55.83333333333333,driftwood-brushed-oak,product-images/wood/v4/driftwood-brushed-oak.jpg
WO50482VFX,Driftwood Burnt Bracken,V4,Wood,Plank,European Oak,Lacquer,180,2200,14,57.5,driftwood-burnt-bracken,product-images/wood/v4/driftwood-burnt-bracken.jpg
WO63066VFX,Driftwood Deckboard Oak,V4,Wood,Plank,European Oak,Satin Lacquer,207,2200,14,44.16666666666667,driftwood-deckboard-oak,product-images/wood/v4/driftwood-deckboard-oak.jpg
WO70709VFX,Driftwood Embered Oak,V4,Wood,Plank,European Oak,Lacquer,207,2200,14,64.16666666666667,driftwood-embered-oak,product-images/wood/v4/driftwood-embered-oak.jpg
