SKU,Product,Manufacturer,Category,Type,Species,Finish,Width,Length,Thickness,Sell ex VAT,Slug,Image URL
WO25286VFX,Driftwood Fjordic Shore,V4,Wood,Plank,European Oak,Lacquer,180,2200,14,57.5,driftwood-fjordic-shore,product-images/wood/v4/driftwood-fjordic-shore.jpg
WO18003VFX,Driftwood Jetsam Oak,V4,Wood,Plank,European Oak,Lacquer,180,2200,14,57.5,driftwood-jetsam-oak,product-images/wood/v4/driftwood-jetsam-oak.jpg
WO21954VFX,Driftwood Lichen White Oak,V4,Wood,Plank,European Oak,Lacquer,207,2200,14,64.16666666666667,driftwood-lichen-white-oak,product-images/wood/v4/driftwood-lichen-white-oak.jpg
WO88331VFX,Driftwood Marsh Grey,V4,Wood,Plank,European Oak,Lacquer,207,2200,14,64.16666666666667,driftwood-marsh-grey,product-images/wood/v4/driftwood-marsh-grey.jpg
WO11940VFX,Driftwood Pebble Grey,V4,Wood,Plank,European Oak,Lacquer,155,2200,14,55.83333333333333,driftwood-pebble-grey,product-images/wood/v4/driftwood-pebble-grey.jpg
WO45369VFX,Driftwood Silver Sands,V4,Wood,Plank,European Oak,Oil,180,2200,14,60.83333333333333,driftwood-silver-sands,product-images/wood/v4/driftwood-silver-sands.jpg
WO50527VFX,Heritage Bisham,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-bisham,product-images/wood/v4/heritage-bisham.jpg
WO16986VFX,Heritage Brampton,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-brampton,product-images/wood/v4/heritage-brampton.jpg
WO51448VFX,Heritage Cairngorns,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-cairngorns,product-images/wood/v4/heritage-cairngorns.jpg
WO26247VFX,Heritage Delamere,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-delamere,product-images/wood/v4/heritage-delamere.jpg
WO97710VFX,Heritage Enbourne,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-enbourne,product-images/wood/v4/heritage-enbourne.jpg
WO19171VFX,Heritage Grasmere,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-grasmere,product-images/wood/v4/heritage-grasmere.jpg
WO93610VFX,Heritage Kingswood,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-kingswood,product-images/wood/v4/heritage-kingswood.jpg
WO34129VFX,Heritage Lomond,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-lomond,product-images/wood/v4/heritage-lomond.jpg
WO36621WOO,York White Washed Oak,Woodpecker,Wood,Plank,European Oak,Oil,150,700,18,71.66666666666667,york-white-washed-oak,product-images/wood/woodpecker/york-white-washed-oak.jpg
WO54599WOO,York Select Oak,Woodpecker,Wood,Plank,European Oak,Oil,150,700,18,87.5,york-select-oak,product-images/wood/woodpecker/york-select-oak.jpg
WO60794WOO,York Rustic Oak (Oiled),Woodpecker,Wood,Plank,European Oak,Oil,150,700,18,67.5,york-rustic-oak-oiled,product-images/wood/woodpecker/york-rustic-oak-oiled.jpg
WO59243WOO,York Rustic Oak (Lacquered),Woodpecker,Wood,Plank,European Oak,Lacquer,150,700,18,67.5,york-rustic-oak-lacquered,product-images/wood/woodpecker/york-rustic-oak-lacquered.jpg
WO78935WOO,York Tawny Oak,Woodpecker,Wood,Plank,European Oak,Oil,150,700,18,71.66666666666667,york-tawny-oak,product-images/wood/woodpecker/york-tawny-oak.jpg
WO95354WOO,York Antique Oak,Woodpecker,Wood,Plank,European Oak,Oil,150,700,18,76.66666666666667,york-antique-oak,product-images/wood/woodpecker/york-antique-oak.jpg
WO64272WOO,Salcombe Pearl Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-pearl-oak,product-images/wood/woodpecker/salcombe-pearl-oak.jpg
WO58650WOO,Salcombe Seashore Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-seashore-oak,product-images/wood/woodpecker/salcombe-seashore-oak.jpg
WO65009WOO,Salcombe Natural Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-natural-oak,product-images/wood/woodpecker/salcombe-natural-oak.jpg
WO25204WOO,Salcombe Riviero Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-riviero-oak,product-images/wood/woodpecker/salcombe-riviero-oak.jpg
WO13458WOO,Salcombe Sandora Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-sandora-oak,product-images/wood/woodpecker/salcombe-sandora-oak.jpg
WO49373WOO,Salcombe Headland Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-headland-oak,product-images/wood/woodpecker/salcombe-headland-oak.jpg
WO39131WOO,Salcombe Dune Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,14,58.33333333333333,salcombe-dune-oak,product-images/wood/woodpecker/salcombe-dune-oak.jpg
WO71389WOO,Harlech White Oiled Oak (190),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,15,73.33333333333333,harlech-white-oiled-oak-190,product-images/wood/woodpecker/harlech-white-oiled-oak-190.jpg
WO85915WOO,Harlech White Smoked Oak (190),Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-white-smoked-oak-190,product-images/wood/woodpecker/harlech-white-smoked-oak-190.jpg
WO52828WOO,Harlech White Smoked Oak (240),Woodpecker,Wood,Plank,European Oak,Lacquer,240,2200,15,85.0,harlech-white-smoked-oak-240,product-images/wood/woodpecker/harlech-white-smoked-oak-240.jpg
WO38137WOO,Harlech Feather Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-feather-oak,product-images/wood/woodpecker/harlech-feather-oak.jpg
WO51730WOO,Harlech Ecru Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-ecru-oak,product-images/wood/woodpecker/harlech-ecru-oak.jpg
WO48596WOO,Harlech Raw Oak (190),Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-raw-oak-190,product-images/wood/woodpecker/harlech-raw-oak-190.jpg
WO75497WOO,Harlech Raw Oak (240),Woodpecker,Wood,Plank,European Oak,Lacquer,240,2200,15,85.0,harlech-raw-oak-240,product-images/wood/woodpecker/harlech-raw-oak-240.jpg
WO42981WOO,Harlech Rustic Oak (Oiled) (150),Woodpecker,Wood,Plank,European Oak,Oil,150,1900,15,67.5,harlech-rustic-oak-oiled-150,product-images/wood/woodpecker/harlech-rustic-oak-oiled-150.jpg
WO28372WOO,Harlech Rustic Oak (Oiled) (190),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,15,70.83333333333333,harlech-rustic-oak-oiled-190,product-images/wood/woodpecker/harlech-rustic-oak-oiled-190.jpg
WO20881WOO,Harlech Rustic Oak (Oiled) (240),Woodpecker,Wood,Plank,European Oak,Oil,240,2200,15,82.5,harlech-rustic-oak-oiled-240,product-images/wood/woodpecker/harlech-rustic-oak-oiled-240.jpg
WO18297WOO,Harlech Rustic Oak (Brushed & Lacq.) (150),Woodpecker,Wood,Plank,European Oak,Lacquer,150,1900,15,67.5,harlech-rustic-oak-brushed-lacq-150,product-images/wood/woodpecker/harlech-rustic-oak-brushed-lacq-150.jpg
WO53653WOO,Harlech Rustic Oak (Brushed & Lacq.) (190),Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,70.83333333333333,harlech-rustic-oak-brushed-lacq-190,product-images/wood/woodpecker/harlech-rustic-oak-brushed-lacq-190.jpg
WO85462WOO,Harlech Rustic Oak (Brushed & Lacq.) (240),Woodpecker,Wood,Plank,European Oak,Lacquer,240,2200,15,82.5,harlech-rustic-oak-brushed-lacq-240,product-images/wood/woodpecker/harlech-rustic-oak-brushed-lacq-240.jpg
WO43461WOO,Harlech Select Oak (Oiled),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,15,89.16666666666666,harlech-select-oak-oiled,product-images/wood/woodpecker/harlech-select-oak-oiled.jpg
WO95378WOO,Harlech Select Oak (Lacq.),Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,89.16666666666666,harlech-select-oak-lacq,product-images/wood/woodpecker/harlech-select-oak-lacq.jpg
WO19484WOO,Harlech Smoked Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-smoked-oak,product-images/wood/woodpecker/harlech-smoked-oak.jpg
WO68453WOO,Harlech Biscotti Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-biscotti-oak,product-images/wood/woodpecker/harlech-biscotti-oak.jpg
WO40045WOO,Harlech Coffee Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-coffee-oak,product-images/wood/woodpecker/harlech-coffee-oak.jpg
WO94140WOO,Harlech Cognac Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-cognac-oak,product-images/wood/woodpecker/harlech-cognac-oak.jpg
WO98332WOO,Harlech Chocolate Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-chocolate-oak,product-images/wood/woodpecker/harlech-chocolate-oak.jpg
WO75708WOO,Harlech Stormy Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,82.5,harlech-stormy-oak,product-images/wood/woodpecker/harlech-stormy-oak.jpg
WO68715WOO,Goodrich Whitened Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,76.66666666666667,goodrich-whitened-oak,product-images/wood/woodpecker/goodrich-whitened-oak.jpg
WO72878WOO,Goodrich Feather Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-feather-oak,product-images/wood/woodpecker/goodrich-feather-oak.jpg
WO19400WOO,Goodrich Feather Oak (Chevron),Woodpecker,Wood,Chevron,European Oak,Lacquer,90,400,15,93.33333333333334,goodrich-feather-oak-chevron,product-images/wood/woodpecker/goodrich-feather-oak-chevron.jpg
WO80021WOO,Goodrich Biscotti Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-biscotti-oak,product-images/wood/woodpecker/goodrich-biscotti-oak.jpg
WO83762WOO,Goodrich Ecru Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,76.66666666666667,goodrich-ecru-oak,product-images/wood/woodpecker/goodrich-ecru-oak.jpg
WO42241WOO,Goodrich Raw Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-raw-oak,product-images/wood/woodpecker/goodrich-raw-oak.jpg
WO50391WOO,Goodrich Raw Oak (Chevron),Woodpecker,Wood,Chevron,European Oak,Lacquer,90,400,15,93.33333333333334,goodrich-raw-oak-chevron,product-images/wood/woodpecker/goodrich-raw-oak-chevron.jpg
WO51433WOO,Goodrich White Smoked Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-white-smoked-oak,product-images/wood/woodpecker/goodrich-white-smoked-oak.jpg
WO67960WOO,Goodrich Natural Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,70.0,goodrich-natural-oak,product-images/wood/woodpecker/goodrich-natural-oak.jpg
WO78355WOO,Goodrich Coffee Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,76.66666666666667,goodrich-coffee-oak,product-images/wood/woodpecker/goodrich-coffee-oak.jpg
WO78074WOO,Goodrich Smoked Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-smoked-oak,product-images/wood/woodpecker/goodrich-smoked-oak.jpg
WO14635WOO,Goodrich Espresso Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,79.16666666666667,goodrich-espresso-oak,product-images/wood/woodpecker/goodrich-espresso-oak.jpg
WO21246WOO,Goodrich Salted Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,90.0,goodrich-salted-oak,product-images/wood/woodpecker/goodrich-salted-oak.jpg
WO68873WOO,Goodrich Barn Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,90,400,15,93.33333333333334,goodrich-barn-oak,product-images/wood/woodpecker/goodrich-barn-oak.jpg
WO77974WOO,Goodrich Charred Oak,Woodpecker,Wood,Herringbone,European Oak,Oil,90,400,15,93.33333333333334,goodrich-charred-oak,product-images/wood/woodpecker/goodrich-charred-oak.jpg
WO36973WOO,Goodrich Spiced Oak,Woodpecker,Wood,Herringbone,European Oak,Oil,90,400,15,93.33333333333334,goodrich-spiced-oak,product-images/wood/woodpecker/goodrich-spiced-oak.jpg
WO15674WOO,Goodrich Foundry Oak,Woodpecker,Wood,Herringbone,European Oak,Oil,90,400,15,93.33333333333334,goodrich-foundry-oak,product-images/wood/woodpecker/goodrich-foundry-oak.jpg
WO52821WOO,Goodrich Cathedral Oak,Woodpecker,Wood,Herringbone,European Oak,Oil,90,400,15,93.33333333333334,goodrich-cathedral-oak,product-images/wood/woodpecker/goodrich-cathedral-oak.jpg
WO64162WOO,Highclere Feather Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,120,600,15,82.5,highclere-feather-oak,product-images/wood/woodpecker/highclere-feather-oak.jpg
WO14546WOO,Highclere Natural Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,120,600,15,76.66666666666667,highclere-natural-oak,product-images/wood/woodpecker/highclere-natural-oak.jpg
WO70230WOO,Highclere Coffee Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,120,600,15,82.5,highclere-coffee-oak,product-images/wood/woodpecker/highclere-coffee-oak.jpg
WO73955WOO,Highclere Biscotti Oak,Woodpecker,Wood,Herringbone,European Oak,Lacquer,120,600,15,82.5,highclere-biscotti-oak,product-images/wood/woodpecker/highclere-biscotti-oak.jpg
WO79535WOO,Chepstow Planed Grey Oak,Woodpecker,Wood,Plank,European Oak,Oil,189,1860,21,94.16666666666666,chepstow-planed-grey-oak,product-images/wood/woodpecker/chepstow-planed-grey-oak.jpg
WO93485WOO,Chepstow Rustic Oak (Unfinished),Woodpecker,Wood,Plank,European Oak,Unfinished,189,1860,21,85.0,chepstow-rustic-oak-unfinished,product-images/wood/woodpecker/chepstow-rustic-oak-unfinished.jpg
WO62110WOO,Chepstow Rustic Oak (Lacq.),Woodpecker,Wood,Plank,European Oak,Lacquer,189,1860,21,85.83333333333334,chepstow-rustic-oak-lacq,product-images/wood/woodpecker/chepstow-rustic-oak-lacq.jpg
WO72433WOO,Chepstow Rustic Oak (Oiled),Woodpecker,Wood,Plank,European Oak,Oil,189,1860,21,85.83333333333334,chepstow-rustic-oak-oiled,product-images/wood/woodpecker/chepstow-rustic-oak-oiled.jpg
WO55781WOO,Chepstow Rustic Oak (240),Woodpecker,Wood,Plank,European Oak,Oil,240,2200,21,100.0,chepstow-rustic-oak-240,product-images/wood/woodpecker/chepstow-rustic-oak-240.jpg
WO85946WOO,Chepstow Washed Oak (190),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,94.16666666666666,chepstow-washed-oak-190,product-images/wood/woodpecker/chepstow-washed-oak-190.jpg
WO17510WOO,Chepstow Washed Oak (240),Woodpecker,Wood,Plank,European Oak,Oil,240,2200,21,108.33333333333334,chepstow-washed-oak-240,product-images/wood/woodpecker/chepstow-washed-oak-240.jpg
WO57551WOO,Chepstow Antique Oak (190),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,94.16666666666666,chepstow-antique-oak-190,product-images/wood/woodpecker/chepstow-antique-oak-190.jpg
WO21724WOO,Chepstow Antique Oak (240),Woodpecker,Wood,Plank,European Oak,Oil,240,2200,21,106.66666666666666,chepstow-antique-oak-240,product-images/wood/woodpecker/chepstow-antique-oak-240.jpg
WO19999WOO,Chepstow Flaxen Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,106.66666666666666,chepstow-flaxen-oak,product-images/wood/woodpecker/chepstow-flaxen-oak.jpg
WO95338WOO,Chepstow Shale Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,106.66666666666666,chepstow-shale-oak,product-images/wood/woodpecker/chepstow-shale-oak.jpg
WO48054WOO,Chepstow Silverglade Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,106.66666666666666,chepstow-silverglade-oak,product-images/wood/woodpecker/chepstow-silverglade-oak.jpg
WO66768WOO,Chepstow Distressed Charcoal Oak (190),Woodpecker,Wood,Plank,European Oak,Oil,190,1900,21,106.66666666666666,chepstow-distressed-charcoal-oak-190,product-images/wood/woodpecker/chepstow-distressed-charcoal-oak-190.jpg
WO99050WOO,Chepstow Distressed Charcoal Oak (240),Woodpecker,Wood,Plank,European Oak,Oil,240,2200,21,115.83333333333334,chepstow-distressed-charcoal-oak-240,product-images/wood/woodpecker/chepstow-distressed-charcoal-oak-240.jpg
WO84516WOO,Berkeley White Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,85.83333333333334,berkeley-white-oak,product-images/wood/woodpecker/berkeley-white-oak.jpg
WO18566WOO,Berkeley Grey Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,85.83333333333334,berkeley-grey-oak,product-images/wood/woodpecker/berkeley-grey-oak.jpg
WO26409WOO,Berkeley Smoked Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,85.83333333333334,berkeley-smoked-oak,product-images/wood/woodpecker/berkeley-smoked-oak.jpg
WO92791WOO,Berkeley Cathedral Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1860,15,105.0,berkeley-cathedral-oak,product-images/wood/woodpecker/berkeley-cathedral-oak.jpg
WO92659WOO,Berkeley Archway Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,16,105.0,berkeley-archway-oak,product-images/wood/woodpecker/berkeley-archway-oak.jpg
WO59348WOO,Berkeley Burnt Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,85.83333333333334,berkeley-burnt-oak,product-images/wood/woodpecker/berkeley-burnt-oak.jpg
WO56911WOO,Berkeley Cottage Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,105.0,berkeley-cottage-oak,product-images/wood/woodpecker/berkeley-cottage-oak.jpg
WO14846WOO,Berkeley Calico Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1860,15,105.0,berkeley-calico-oak,product-images/wood/woodpecker/berkeley-calico-oak.jpg
WO84822WOO,Berkeley Classic Walnut,Woodpecker,Wood,Plank,American Walnut,Lacquer,190,1860,15,105.0,berkeley-classic-walnut,product-images/wood/woodpecker/berkeley-classic-walnut.jpg
WO41191WOO,Berkeley Rugged Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1860,15,105.0,berkeley-rugged-oak,product-images/wood/woodpecker/berkeley-rugged-oak.jpg
WO61203WOO,Berkeley Charterhouse Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1860,15,105.0,berkeley-charterhouse-oak,product-images/wood/woodpecker/berkeley-charterhouse-oak.jpg
WO68468WOO,Berkeley Priory Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1860,15,105.0,berkeley-priory-oak,product-images/wood/woodpecker/berkeley-priory-oak.jpg
WO16233WOO,Berkeley Cellar Oak,Woodpecker,Wood,Plank,European Oak,Oil,190,1860,15,105.0,berkeley-cellar-oak,product-images/wood/woodpecker/berkeley-cellar-oak.jpg
WO45851WOO,Design Panels (750 X 750) Sandringham Limed Oak Multi Micro Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-sandringham-limed-oak-multi-micro-bevel,product-images/wood/woodpecker/design-panels-750-x-750-sandringham-limed-oak-multi-micro-bevel.jpg
WO28160WOO,Design Panels (750 X 750) Sandringham Royal Oak Multi Micro Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-sandringham-royal-oak-multi-micro-bevel,product-images/wood/woodpecker/design-panels-750-x-750-sandringham-royal-oak-multi-micro-bevel.jpg
WO77318WOO,Design Panels (750 X 750) Sandringham Aged Oak Multi Micro Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-sandringham-aged-oak-multi-micro-bevel,product-images/wood/woodpecker/design-panels-750-x-750-sandringham-aged-oak-multi-micro-bevel.jpg
WO85448WOO,Design Panels (750 X 750) Highgrove Limed Oak No Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-highgrove-limed-oak-no-bevel,product-images/wood/woodpecker/design-panels-750-x-750-highgrove-limed-oak-no-bevel.jpg
WO62907WOO,Design Panels (750 X 750) Highgrove Royal Oak No Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-highgrove-royal-oak-no-bevel,product-images/wood/woodpecker/design-panels-750-x-750-highgrove-royal-oak-no-bevel.jpg
WO80640WOO,Design Panels (750 X 750) Highgrove Aged Oak No Bevel,Woodpecker,Wood,Panel,European Oak,Oil,750,750,15,208.33333333333331,design-panels-750-x-750-highgrove-aged-oak-no-bevel,product-images/wood/woodpecker/design-panels-750-x-750-highgrove-aged-oak-no-bevel.jpg
WO67612VFX,Heritage Rockingham,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-rockingham,product-images/wood/v4/heritage-rockingham.jpg
WO71853VFX,Heritage Toridan,V4,Wood,Plank,European Oak,Oil,190,1900,14,68.33333333333333,heritage-toridan,product-images/wood/v4/heritage-toridan.jpg
WO95621VFX,Tundra Chevron Misty Grey,V4,Wood,Chevron,European Oak,Oil,90,610,9,85.83333333333334,tundra-chevron-misty-grey,product-images/wood/v4/tundra-chevron-misty-grey.jpg
WO36045VFX,Tundra Chevron Natural,V4,Wood,Chevron,European Oak,Oil,90,610,9,83.33333333333334,tundra-chevron-natural,product-images/wood/v4/tundra-chevron-natural.jpg
WO66013VFX,Tundra Chevron Seashell,V4,Wood,Chevron,European Oak,Oil,90,610,9,85.83333333333334,tundra-chevron-seashell,product-images/wood/v4/tundra-chevron-seashell.jpg
WO20441VFX,Tundra Chevron Smoked,V4,Wood,Chevron,European Oak,Oil,90,610,10,98.33333333333334,tundra-chevron-smoked,product-images/wood/v4/tundra-chevron-smoked.jpg
WO51598VFX,Tundra Chevron Thermo,V4,Wood,Chevron,European Oak,Oil,90,610,10,91.66666666666666,tundra-chevron-thermo,product-images/wood/v4/tundra-chevron-thermo.jpg
WO93934VFX,Tundra Herringbone Misty Grey,V4,Wood,Herringbone,European Oak,Oil,70,490,11,55.0,tundra-herringbone-misty-grey,product-images/wood/v4/tundra-herringbone-misty-grey.jpg
WO14281VFX,Tundra Herringbone Natural,V4,Wood,Herringbone,European Oak,Oil,70,490,11,55.83333333333333,tundra-herringbone-natural,product-images/wood/v4/tundra-herringbone-natural.jpg
WO24358VFX,Tundra Herringbone Seashell,V4,Wood,Herringbone,European Oak,Oil,70,490,11,55.0,tundra-herringbone-seashell,product-images/wood/v4/tundra-herringbone-seashell.jpg
WO40437VFX,Tundra Herringbone Smoked,V4,Wood,Herringbone,European Oak,Oil,70,490,11,63.33333333333333,tundra-herringbone-smoked,product-images/wood/v4/tundra-herringbone-smoked.jpg
WO64023VFX,Tundra Herringbone Thermo,V4,Wood,Herringbone,European Oak,Oil,70,490,11,59.16666666666667,tundra-herringbone-thermo,product-images/wood/v4/tundra-herringbone-thermo.jpg
WO82587VFX,Tundra Plank Misty Grey,V4,Wood,Plank,European Oak,Oil,190,1700 – 2000,14,83.33333333333334,tundra-plank-misty-grey,product-images/wood/v4/tundra-plank-misty-grey.jpg
WO33031VFX,Tundra Plank Natural,V4,Wood,Plank,European Oak,Oil,190,1700 – 2000,14,80.83333333333334,tundra-plank-natural,product-images/wood/v4/tundra-plank-natural.jpg
WO32205VFX,Tundra Plank Seashell,V4,Wood,Plank,European Oak,Oil,190,1700 – 2000,14,83.33333333333334,tundra-plank-seashell,product-images/wood/v4/tundra-plank-seashell.jpg
WO90033VFX,Tundra Plank Smoked,V4,Wood,Plank,European Oak,Oil,190,1700 – 2000,14,93.33333333333334,tundra-plank-smoked,product-images/wood/v4/tundra-plank-smoked.jpg
WO16957VFX,Tundra Plank Thermo,V4,Wood,Plank,European Oak,Oil,190,1700 – 2000,14,89.16666666666666,tundra-plank-thermo,product-images/wood/v4/tundra-plank-thermo.jpg
WO17682WOO ,Harlech Espresso Oak,Woodpecker,Wood,Plank,European Oak,Lacquer,190,1900,15,73.33333333333333,harlech-espresso-oak,product-images/wood/woodpecker/harlech-espresso-oak.jpg
WO76304BES,Bridlington Buff (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,bridlington-buff-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/bridlington-buff-solid-parquet.jpg
WO27971BES,Gateholm Grey (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,gateholm-grey-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/gateholm-grey-solid-parquet.jpg
WO22834BES,Fistral Fawn (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,71.66666666666667,fistral-fawn-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/fistral-fawn-solid-parquet.jpg
WO77525BES,Barleycove Beige (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,barleycove-beige-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/barleycove-beige-solid-parquet.jpg
WO87053BES,Tawnyard Tan (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,tawnyard-tan-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/tawnyard-tan-solid-parquet.jpg
WO46884BES,Woolacombe White (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,71.66666666666667,woolacombe-white-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/woolacombe-white-solid-parquet.jpg
WO95786BES,Clevedon Cream (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,clevedon-cream-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/clevedon-cream-solid-parquet.jpg
WO62246BES,Bempton Brown (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,bempton-brown-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/bempton-brown-solid-parquet.jpg
WO70899BES,Cogley Carob (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,71.66666666666667,cogley-carob-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/cogley-carob-solid-parquet.jpg
WO83520BES,Mealt Loch Mocha (Solid Parquet),Bespoke by Woven & Woods,Wood,Herringbone,European Oak,Oil,70,280,10,72.5,mealt-loch-mocha-solid-parquet,product-images/wood/bespoke-by-woven-&-woods/mealt-loch-mocha-solid-parquet.jpg
WO26206BES,Sardinia Villamar (180),Bespoke by Woven & Woods,Wood,Plank,European Oak,Oil,180,600 – 2400,12/3,86.66666666666666,sardinia-villamar-180,product-images/wood/bespoke-by-woven-&-woods/sardinia-villamar-180.jpg
