SKU,Product,Manufacturer,Supplier,Category,Type,Thickness,Pack Quantity,Species,Finish,Width,Length,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Discontinued?,Show on Website?
WO55706TED,Petworth Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,14,1.296,European Oak,Oil,90,450,41.576,62.5,75,Yes,Yes,,Yes
WO76622TED,Petworth Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,14,2.888,European Oak,Oil,190,1900,39.976,61.66666666666667,74,Yes,,,Yes
WO41684TED,Petworth Extra Wide Plank (260 mm),Ted Todd,Ted Todd,Wood,Plank,15,3.432,European Oak,Oil,260,2200,54.904,76.66666666666667,92,Yes,Yes,,Yes
WO87221TED,Porcelain Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,14,2.888,European Oak,Oil,190,1900,37.304,57.5,69,Yes,Yes,,Yes
WO78962TED,Ryhill Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,14,2.888,European Oak,Oil,190,1900,42.64,64.16666666666667,77,,,,Yes
WO53629TED,Ryhill Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,14,1.296,European Oak,Oil,90,450,44.24,66.66666666666667,80,,,,Yes
WO69655TED,Ryhill Extra Wide Plank (260 mm),Ted Todd,Ted Todd,Wood,Plank,15,3.432,European Oak,Oil,260,2200,58.64,82.5,99,,,,Yes
WO51896TED,Tattenhall Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,14,1.296,European Oak,Oil,90,450,41.576,62.5,75,Yes,Yes,,Yes
WO58003TED,Tattenhall Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,14,2.888,European Oak,Oil,190,1900,39.976,61.66666666666667,74,Yes,Yes,,Yes
WO85664TED,Tattenhall Extra Wide Plank (260 mm),Ted Todd,Ted Todd,Wood,Plank,15,3.432,European Oak,Oil,260,2200,54.904,76.66666666666667,92,Yes,Yes,,Yes
WO21793TED,Clevedon Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,14,1.296,European Oak,Oil,90,450,29.95,52.5,63,Yes,Yes,,Yes
WO87938TED,Clevedon Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,14,2.888,European Oak,Oil,190,1900,28.95,49.16666666666667,59,Yes,Yes,,Yes
WO44786TED,Torelli Herringbone (100 mm),Ted Todd,Ted Todd,Wood,Herringbone,20,0.9,European Oak,Satin Lacquer,100,500,63.976,89.16666666666666,107,Yes,,,Yes
WO74685TED,Torelli Plank (180 mm),Ted Todd,Ted Todd,Wood,Plank,20,1,European Oak,Satin Lacquer,180,2200,58.64,82.5,99,Yes,,,Yes
WO43101TED,Darwin Plank (Morado) (135 mm),Ted Todd,Ted Todd,Wood,Plank,19,1,Morado,Satin Lacquer,135,1400,117.304,152.5,183,,Yes,,Yes
WO67197TED,Birnham Narrow Plank (135 mm),Ted Todd,Ted Todd,Wood,Plank,19,1.7,Tajibo,Satin Lacquer,135,1400,101.304,131.66666666666666,158,,Yes,,Yes
WO43923TED,Blackmuir Unfinished Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,2.09,American Walnut,Unfinished,220,1860,79.976,111.66666666666666,134,,Yes,,Yes
WO33013TED,Ibis Douglas Fir Extra Wide Plank (260 mm),Ted Todd,Ted Todd,Wood,Plank,30,1,Douglas Fir,Satin Lacquer,260,600 – 3000,105.56,137.5,165,,Yes,,Yes
WO34223TED,Neckar Herringbone (70 mm),Ted Todd,Ted Todd,Wood,Herringbone,20,0.784,European Oak,Unfinished,100,500,74.64,104.16666666666666,125,,,,Yes
WO13883TED,Flax Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,47.976,71.66666666666667,86,Yes,,,Yes
WO47072TED,Fleece Chevron (90 mm),Ted Todd,Ted Todd,Wood,Chevron,15,1.1664,European Oak,Oil,90,540,54.904,76.66666666666667,92,,Yes,,Yes
WO71146TED,Fleece Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Oil,90,450,52.24,73.33333333333333,88,Yes,Yes,,Yes
WO70649TED,Fleece Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Oil,190,1900,44.24,66.66666666666667,80,Yes,Yes,,Yes
WO35496TED,Fleece Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,60.24,84.16666666666666,101,Yes,Yes,,Yes
WO50501TED,Flint Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Matt Lacquer,190,1900,44.24,66.66666666666667,80,,,,Yes
WO45769TED,Flint Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Matt Lacquer,90,450,52.24,73.33333333333333,88,Yes,,,Yes
WO45904TED,Furrow Chevron (90 mm),Ted Todd,Ted Todd,Wood,Chevron,15,1.1664,European Oak,Oil,90,540,57.576,80.83333333333334,97,Yes,Yes,,Yes
WO66392TED,Furrow Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Oil,90,450,54.904,76.66666666666667,92,Yes,Yes,,Yes
WO31092TED,Furrow Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Oil,190,1900,46.904,70.0,84,Yes,Yes,,Yes
WO34001TED,Furrow Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,61.304,85.83333333333334,103,Yes,Yes,,Yes
WO22405TED,Husk Chevron (90 mm),Ted Todd,Ted Todd,Wood,Chevron,15,1.1664,European Oak,Oil,90,540,54.904,76.66666666666667,92,Yes,Yes,,Yes
WO95484TED,Husk Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Oil,90,450,52.24,73.33333333333333,88,Yes,Yes,,Yes
WO74303TED,Husk Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Oil,190,1900,44.24,66.66666666666667,80,Yes,Yes,,Yes
WO81085TED,Husk Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,60.24,84.16666666666666,101,Yes,Yes,,Yes
WO50726TED,Malting Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Lacquer,190,1900,44.24,66.66666666666667,80,Yes,Yes,,Yes
WO86933TED,Raw Cotton Chevron (90 mm),Ted Todd,Ted Todd,Wood,Chevron,15,1.1664,European Oak,Oil,90,540,54.904,76.66666666666667,92,Yes,Yes,,Yes
WO95774TED,Raw Cotton Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Oil,90,450,52.24,73.33333333333333,88,Yes,Yes,,Yes
WO34913TED,Raw Cotton Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Oil,190,1900,44.24,66.66666666666667,80,Yes,Yes,,Yes
WO19334TED,Raw Cotton Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,60.24,84.16666666666666,101,Yes,,,Yes
WO52614TED,Strand Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,15,2.888,European Oak,Oil,190,1900,44.24,66.66666666666667,80,Yes,Yes,,Yes
WO90329TED,Sugar Cane Chevron (90 mm),Ted Todd,Ted Todd,Wood,Chevron,15,1.1664,European Oak,Oil,90,540,54.904,76.66666666666667,92,,Yes,,Yes
WO80226TED,Sugar Cane Herringbone (90 mm),Ted Todd,Ted Todd,Wood,Herringbone,15,1.296,European Oak,Oil,90,450,52.24,73.33333333333333,88,Yes,Yes,,Yes
WO76071TED,Sugar Cane Plank (190 mm),Ted Todd,Ted Todd,Wood,Plank,20,2.888,European Oak,Oil,190,1900,44.24,66.66666666666667,80,Yes,,,Yes
WO80688TED,Sugar Cane Extra Wide Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1.452,European Oak,Oil,220,2200,60.24,84.16666666666666,101,Yes,Yes,,Yes
WO73419TED,Woodworks Lauzes Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1,European Oak,Oil,220,2200,105.528,137.5,165,Yes,,,Yes
WO98764TED,Woodworks Quissac Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1,European Oak,Oil,220,2200,105.528,137.5,165,Yes,,,Yes
WO17234TED,Woodworks Tolland Plank (220 mm),Ted Todd,Ted Todd,Wood,Plank,20,1,European Oak,Oil,220,2200,133.304,173.33333333333331,208,Yes,,,Yes
WO94948VFX,Alpine Broad Oak,V4,V4,Wood,Plank,20,2.42,European Oak,Oil,220,2200,44.2,66.66666666666667,80,,Yes,,Yes
WO35967VFX,Alpine Brushed Oak,V4,V4,Wood,Plank,14,1.71,European Oak,Lacquer,190,300 – 1200,28.99,50.83333333333333,61,,Yes,,Yes
WO72218VFX,Alpine Canyon Oak,V4,V4,Wood,Plank,18,1.805,European Oak,Oil,190,1900,41.25,61.66666666666667,74,,Yes,,Yes
WO19040VFX,Alpine Forest Oak,V4,V4,Wood,Plank,18,1.65,European Oak,Oil,150,300 – 1200,35.35,55.0,66,,Yes,,Yes
WO41238VFX,Alpine Glade Oak,V4,V4,Wood,Plank,14,2.166,European Oak,Lacquer,190,1900,36.99,57.5,69,,Yes,,Yes
WO47891VFX,Alpine Golden Oak,V4,V4,Wood,Plank,18,2.2,European Oak,Oil,125,300 – 1200,34.5,56.66666666666667,68,,Yes,,Yes
WO35895VFX,Alpine Hillside Oak,V4,V4,Wood,Plank,18,1.805,European Oak,Lacquer,190,1900,39.7,61.66666666666667,74,,Yes,,Yes
WO24681VFX,Alpine Sunlit Oak,V4,V4,Wood,Plank,18,2.2,European Oak,Satin Lacquer,125,300 – 1200,32.4,53.33333333333333,64,,Yes,,Yes
WO63914VFX,Alpine Upland Oak,V4,V4,Wood,Plank,14,1.71,European Oak,Oil,150,1900,35.5,55.0,66,,Yes,,Yes
WO26491VFX,Alpine Vale Oak,V4,V4,Wood,Plank,14,2.508,European Oak,Oil,150,1900,35.5,55.0,66,,Yes,,Yes
WO44992VFX,Baristi Herringbone Baba Buden,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO25551VFX,Baristi Herringbone Blue Mountain,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO58918VFX,Baristi Herringbone Catuai,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO78532VFX,Baristi Herringbone Caturra,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO59466VFX,Baristi Herringbone Geisha,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO51249VFX,Baristi Herringbone Mandheling,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO83461VFX,Baristi Herringbone Pacamera,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO38311VFX,Baristi Herringbone Sidamo,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,74.55,104.16666666666666,125,,Yes,,Yes
WO32047VFX,Baristi Herringbone Smoked Villalobos,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,87.05,117.5,141,,Yes,,Yes
WO30547VFX,Baristi Herringbone Smoked Yunnan,V4,V4,Wood,Herringbone,15,0.6,European Oak,Oil,100,600,87.05,117.5,141,,Yes,,Yes
WO85876VFX,Baristi Plank Baba Buden,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO91778VFX,Baristi Plank Blue Mountain,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO81514VFX,Baristi Plank Catuai,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO82988VFX,Baristi Plank Caturra,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO77459VFX,Baristi Plank Geisha,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO74133VFX,Baristi Plank Mandheling,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO34462VFX,Baristi Plank Pacamera,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO24371VFX,Baristi Plank Sidamo,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,74.55,104.16666666666666,125,,Yes,,Yes
WO61606VFX,Baristi Plank Smoked Villalobos,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,87.05,117.5,141,,Yes,,Yes
WO75482VFX,Baristi Plank Smoked Yunnan,V4,V4,Wood,Plank,15,2.322,European Oak,Oil,180,600 - 2300,87.05,117.5,141,,Yes,,Yes
WO48167VFX,Bjelin® Earth Grey Ash,V4,V4,Wood,Plank,14,1.8128,Ash,Lacquer,206,2200,44.99,67.5,81,,Yes,,Yes
WO53407VFX,Bjelin® Earth Grey Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO38944VFX,Bjelin® Mineral Grey Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO26358VFX,Bjelin® Misty White Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO39244VFX,Bjelin® Natural Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO28546VFX,Bjelin® Powder White Ash,V4,V4,Wood,Plank,14,1.8128,Ash,Lacquer,206,2200,44.99,67.5,81,,Yes,,Yes
WO70997VFX,Bjelin® Powder White Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO11389VFX,Bjelin® Terra Brown Oak,V4,V4,Wood,Plank,14,1.8128,European Oak,Lacquer,206,2200,39.99,61.66666666666667,74,,Yes,,Yes
WO70859VFX,Deco Herringbone Black Walnut,V4,V4,Wood,Herringbone,14,1.44,American Walnut,Oil,90,400,43.0,64.16666666666667,77,,Yes,,Yes
WO51437VFX,Deco Herringbone Brushed Matt,V4,V4,Wood,Herringbone,14,1.44,European Oak,Lacquer,90,400,38.5,60.0,72,,Yes,,Yes
WO73647VFX,Deco Herringbone Frozen Umber,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,39.5,60.83333333333333,73,,Yes,,Yes
WO58736VFX,Deco Herringbone Natural,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,38.5,60.0,72,,Yes,,Yes
WO88462VFX,Deco Herringbone Nordic Beach,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,39.5,60.83333333333333,73,,Yes,,Yes
WO97742VFX,Deco Herringbone Shore Drift Oak,V4,V4,Wood,Herringbone,14,1.44,European Oak,Lacquer,90,400,42.1,63.33333333333333,76,,Yes,,Yes
WO39971VFX,Deco Herringbone Silver Haze,V4,V4,Wood,Herringbone,14,1.8144,European Oak,Oil,90,400,39.5,60.83333333333333,73,,Yes,,Yes
WO36566VFX,Deco Herringbone Smoked Oak,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,42.1,63.33333333333333,76,,Yes,,Yes
WO90568VFX,Deco Herringbone Smoked White Oak,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,42.1,63.33333333333333,76,,Yes,,Yes
WO31306VFX,Deco Herringbone Tannery Brown,V4,V4,Wood,Herringbone,14,1.44,European Oak,Oil,90,400,42.1,63.33333333333333,76,,Yes,,Yes
WO11418VFX,Deco Plank Black Walnut,V4,V4,Wood,Plank,14,2.888,American Walnut,Oil,190,1900,45.99,69.16666666666667,83,,Yes,,Yes
WO68306VFX,Deco Plank Brushed Matt,V4,V4,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,38.99,60.83333333333333,73,,Yes,,Yes
WO74464VFX,Deco Plank Frozen Umber,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,41.7,62.5,75,,Yes,,Yes
WO73470VFX,Deco Plank Natural,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,38.5,60.0,72,,Yes,,Yes
WO57763VFX,Deco Plank Nordic Beach,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,41.7,62.5,75,,Yes,,Yes
WO74809VFX,Deco Plank Shore Drift Oak,V4,V4,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,42.35,63.33333333333333,76,,Yes,,Yes
WO44011VFX,Deco Plank Silver Haze,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,41.7,62.5,75,,Yes,,Yes
WO42041VFX,Deco Plank Smoked Oak,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,42.35,63.33333333333333,76,,Yes,,Yes
WO96805VFX,Deco Plank Smoked White Oak,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,42.35,63.33333333333333,76,,Yes,,Yes
WO53340VFX,Deco Plank Tannery Brown,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,42.35,63.33333333333333,76,,Yes,,Yes
WO95455VFX,Driftwood Brushed Oak,V4,V4,Wood,Plank,14,2.77,European Oak,Lacquer,180,2200,33.9,55.83333333333333,67,,Yes,,Yes
WO50482VFX,Driftwood Burnt Bracken,V4,V4,Wood,Plank,14,2.77,European Oak,Lacquer,180,2200,34.95,57.5,69,,Yes,,Yes
WO63066VFX,Driftwood Deckboard Oak,V4,V4,Wood,Plank,14,3.18,European Oak,Satin Lacquer,207,2200,25.25,44.16666666666667,53,,Yes,,Yes
WO70709VFX,Driftwood Embered Oak,V4,V4,Wood,Plank,14,3.18,European Oak,Lacquer,207,2200,42.65,64.16666666666667,77,,Yes,,Yes
WO25286VFX,Driftwood Fjordic Shore,V4,V4,Wood,Plank,14,2.77,European Oak,Lacquer,180,2200,34.8,57.5,69,,Yes,,Yes
WO18003VFX,Driftwood Jetsam Oak,V4,V4,Wood,Plank,14,2.77,European Oak,Lacquer,180,2200,34.8,57.5,69,,Yes,,Yes
WO21954VFX,Driftwood Lichen White Oak,V4,V4,Wood,Plank,14,3.18,European Oak,Lacquer,207,2200,42.65,64.16666666666667,77,,Yes,,Yes
WO88331VFX,Driftwood Marsh Grey,V4,V4,Wood,Plank,14,3.18,European Oak,Lacquer,207,2200,42.65,64.16666666666667,77,,Yes,,Yes
WO11940VFX,Driftwood Pebble Grey,V4,V4,Wood,Plank,14,2.38,European Oak,Lacquer,155,2200,33.65,55.83333333333333,67,,Yes,,Yes
WO45369VFX,Driftwood Silver Sands,V4,V4,Wood,Plank,14,2.77,European Oak,Oil,180,2200,39.45,60.83333333333333,73,,Yes,,Yes
WO50527VFX,Heritage Bisham,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO16986VFX,Heritage Brampton,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO51448VFX,Heritage Cairngorns,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO26247VFX,Heritage Delamere,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO97710VFX,Heritage Enbourne,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO19171VFX,Heritage Grasmere,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO93610VFX,Heritage Kingswood,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO34129VFX,Heritage Lomond,V4,V4,Wood,Plank,14,2.888,European Oak,Oil,190,1900,45.5,68.33333333333333,82,,Yes,,Yes
WO36621WOO,York White Washed Oak,Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Oil,150,700,47.5,71.66666666666667,86,,Yes,,Yes
WO54599WOO,York Select Oak,Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Oil,150,700,62.5,87.5,105,,Yes,,Yes
WO60794WOO,York Rustic Oak (Oiled),Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Oil,150,700,45.0,67.5,81,,Yes,,Yes
WO59243WOO,York Rustic Oak (Lacquered),Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Lacquer,150,700,45.0,67.5,81,,Yes,,Yes
WO78935WOO,York Tawny Oak,Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Oil,150,700,47.5,71.66666666666667,86,,Yes,,Yes
WO95354WOO,York Antique Oak,Woodpecker,Woodpecker,Wood,Plank,18,1.98,European Oak,Oil,150,700,55.0,76.66666666666667,92,,Yes,,Yes
WO64272WOO,Salcombe Pearl Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,,,Yes
WO58650WOO,Salcombe Seashore Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,Yes,,Yes
WO65009WOO,Salcombe Natural Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,Yes,,Yes
WO25204WOO,Salcombe Riviero Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,,,Yes
WO13458WOO,Salcombe Sandora Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,,,Yes
WO49373WOO,Salcombe Headland Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,,,Yes
WO39131WOO,Salcombe Dune Oak,Woodpecker,Woodpecker,Wood,Plank,14,2.888,European Oak,Lacquer,190,1900,37.5,58.33333333333333,70,,Yes,,Yes
WO71389WOO,Harlech White Oiled Oak (190),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Oil,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO85915WOO,Harlech White Smoked Oak (190),Woodpecker,Woodpecker,Wood,Plank,15,1.71,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,,,,Yes
WO52828WOO,Harlech White Smoked Oak (240),Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,240,2200,60.5,85.0,102,Yes,Yes,,Yes
WO38137WOO,Harlech Feather Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO51730WOO,Harlech Ecru Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,,,,Yes
WO48596WOO,Harlech Raw Oak (190),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO75497WOO,Harlech Raw Oak (240),Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,240,2200,60.5,85.0,102,Yes,Yes,,Yes
WO42981WOO,Harlech Rustic Oak (Oiled) (150),Woodpecker,Woodpecker,Wood,Plank,15,1.71,European Oak,Oil,150,1900,45.0,67.5,81,Yes,Yes,,Yes
WO28372WOO,Harlech Rustic Oak (Oiled) (190),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Oil,190,1900,47.0,70.83333333333333,85,Yes,Yes,,Yes
WO20881WOO,Harlech Rustic Oak (Oiled) (240),Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Oil,240,2200,59.0,82.5,99,,,,Yes
WO18297WOO,Harlech Rustic Oak (Brushed & Lacq.) (150),Woodpecker,Woodpecker,Wood,Plank,15,1.71,European Oak,Lacquer,150,1900,45.0,67.5,81,Yes,Yes,,Yes
WO53653WOO,Harlech Rustic Oak (Brushed & Lacq.) (190),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,47.0,70.83333333333333,85,,,,Yes
WO85462WOO,Harlech Rustic Oak (Brushed & Lacq.) (240),Woodpecker,Woodpecker,Wood,Plank,15,2.11,European Oak,Lacquer,240,2200,59.0,82.5,99,Yes,Yes,,Yes
WO43461WOO,Harlech Select Oak (Oiled),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Oil,190,1900,63.5,89.16666666666666,107,Yes,Yes,,Yes
WO95378WOO,Harlech Select Oak (Lacq.),Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,63.5,89.16666666666666,107,Yes,Yes,,Yes
WO19484WOO,Harlech Smoked Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO68453WOO,Harlech Biscotti Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO40045WOO,Harlech Coffee Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,,,,Yes
WO94140WOO,Harlech Cognac Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO98332WOO,Harlech Chocolate Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,49.0,73.33333333333333,88,Yes,Yes,,Yes
WO75708WOO,Harlech Stormy Oak,Woodpecker,Woodpecker,Wood,Plank,15,2.166,European Oak,Lacquer,190,1900,59.0,82.5,99,Yes,Yes,,Yes
WO68715WOO,Goodrich Whitened Oak,Woodpecker,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,54.5,76.66666666666667,92,Yes,Yes,,Yes
WO72878WOO,Goodrich Feather Oak,Woodpecker,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,56.5,79.16666666666667,95,Yes,Yes,,Yes
WO19400WOO,Goodrich Feather Oak (Chevron),Woodpecker,Woodpecker,Wood,Chevron,15,1.296,European Oak,Lacquer,90,400,66.5,93.33333333333334,112,,,,Yes
WO80021WOO,Goodrich Biscotti Oak,Woodpecker,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,56.5,79.16666666666667,95,Yes,Yes,,Yes
WO83762WOO,Goodrich Ecru Oak,Woodpecker,Woodpecker,Wood,Herringbone,15,1.296,European Oak,Lacquer,90,400,54.5,76.66666666666667,92,Yes,Yes,,Yes
