SKU,Product,Manufacturer,Supplier,Category,Type,Material,Widths,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Show on Website?,Discontinued?
CA61089HUG,Deco Stripe,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"1, 4, 5","Balham Stripe, Chelsea Stripe, Earth Stripe, Greenwich Stripe, Hampstead Stripe, Kensington Stripe, Kingston Stripe, Marylebone Stripe, Mayfair Stripe, Notting Hill Stripe, Richmond Stripe, Sophia Stripe, Westminster Stripe, Wimbledon Stripe, Woodland Stripe",20.14,35.0,42.0,Yes,Yes,Yes,
CA13717HUG,Deco Two-Tone,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"1, 4, 5","Belgravia Stripe, Bermondsey Stripe, Compass Stripe, Knightsbridge Stripe, Magpie Stripe, Natural Stripe, Nivo Stripe, Pimlico Stripe, Riverside Stripe, Seastorm Stripe",20.14,35.0,42.0,Yes,Yes,Yes,
CA46917HUG,Deco Zig Zag,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"1, 4, 5","Balham, Chelsea, Earth, Greenwich, Hampstead, Kensington, Kingston, Marylebone, Mayfair, Notting Hill, Richmond, Sophia, Westminster, Wimbledon, Woodland",20.14,35.0,42.0,Yes,Yes,Yes,
CA46252HUG,Dunelm Loop,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"4, 5","Barley Beige, Beige Shadow, Cashmere Grey, Dimmed Charcoal, Grey Dusk, Linen Cupboard, Marble White, Mushroom Grey, Muted Taupe, Parsons Stone, Silver Cross, Vicarage Gate, Walnut Cream",23.14,39.166666666666664,47.0,Yes,Yes,Yes,
CA82672HUG,Durham Edition,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic",4,"Black, Camel, Dark Red, French Grey, Green, Ivory, Maize, Marine, Platinum, Pumice, Rockface, Silver",18.07,35.0,42.0,Yes,Yes,,
CA60756HUG,Durham Tweed 50,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Arran, Barra, Bute, Canna, Coll, Hoy, Iona, Islay, Jura, Lewis, Mull, Orkney, Shetland, Skye, Tiree, Unst",21.28,38.333333333333336,46.0,,Yes,,
CA57856HUG,Durham Twist Colours 40,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Airforce Blue, Alpine Meadow, Bordeaux, Chiltern Brick, Elephant, Lava, Light Mauve, Morning Sky, Navy Blue, Old Gold, Olive Garden, Peaceful Glade, Pistachio, Polaris Blue, Scarlet Ribbon, Terracotta Pot",18.58,35.0,42.0,Yes,Yes,,
CA76746HUG,Durham Twist Colours 50,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Airforce Blue, Alpine Meadow, Bordeaux, Chiltern Brick, Elephant, Lava, Light Mauve, Morning Sky, Navy Blue, Old Gold, Olive Garden, Peaceful Glade, Pistachio, Polaris Blue, Scarlet Ribbon, Terracotta Pot",21.28,38.333333333333336,46.0,Yes,Yes,Yes,
CA64104HUG,Durham Twist Elements 40,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Ash Blonde, Beluga, Creamy Grey, Glacial Storm, Honister Slate, Koala, Mercury, Moonshine, Mother Of Pearl, Nickle, Pencil Point, Silver Satin, Sixpenny Bit, Weathered Birch, Winter Mist, Wishbone",18.58,35.0,42.0,Yes,Yes,,
CA34946HUG,Durham Twist Elements 50,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Ash Blonde, Beluga, Creamy Grey, Glacial Storm, Honister Slate, Koala, Mercury, Moonshine, Mother Of Pearl, Nickle, Pencil Point, Silver Satin, Sixpenny Bit, Weathered Birch, Winter Mist, Wishbone",21.28,38.333333333333336,46.0,Yes,Yes,Yes,
CA13165HUG,Durham Twist Naturals 40,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Dover White, Ermine Stone, Hessian, Manuka Honey, Mocha, Oatmeal, Pale Oak, Papaya, Porridge, Raffia Cream, Spawood, Sapwood, Spring Wheat, Tranquil Taupe, Twine, Wild Mink, Wild Rice",18.58,35.0,42.0,Yes,Yes,,
CA64605HUG,Durham Twist Naturals 50,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","4, 5","Dover White, Ermine Stone, Hessian, Manuka Honey, Mocha, Oatmeal, Pale Oak, Papaya, Porridge, Raffia Cream, Spawood, Sapwood, Spring Wheat, Tranquil Taupe, Twine, Wild Mink, Wild Rice",21.28,38.333333333333336,46.0,Yes,Yes,Yes,
CA13714HUG,Durham Twist Stripe,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Synthetic","1, 4, 5","Bosa Nova, Cha Cha Cha, Foxtrot, Jive, Mambo, Paso Doble, Rumba, Samba, Tango, Waltz",21.28,38.333333333333336,46.0,Yes,,,
CA94023HUG,Elvet Loop,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Wool,"4, 5","Barley Beige, Beige Shadow, Cashmere Grey, Dimmed Charcoal, Grey Dusk, Linen Cupboard, Marble White, Mushroom Grey, Muted Taupe, Parsons Stone, Silver Cross, Vicarage Gate, Walnut Cream",23.14,39.166666666666664,47.0,Yes,,,
CA40451HUG,Knightsbridge Classics,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Softlux PP,"4, 5","Almond Mink, Ancient Sandstone, Cannon Grey, Dappled Grey, Delicate Blue, Flax, French Grey, Frosted Mink, Grey Marl, Gunmetal, Metallic Grey, Oyster Grey, Pewter, Scotch Mist, Silver Blonde, Stone Grey, Tea Green, White Pepper, Wild Rice, Winter Grey",9.14,20.0,24.0,Yes,,,
CA55786HUG,Knightsbridge Deluxe,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Softlux PP,"4, 5","Almond Mink, Ancient Sandstone, Cannon Grey, Dappled Grey, Delicate Blue, Flax, French Grey, Frosted Mink, Grey Marl, Gunmetal, Metallic Grey, Oyster Grey, Pewter, Scotch Mist, Silver Blonde, Stone Grey, Tea Green, White Pepper, Wild Rice, Winter Grey",10.75,22.5,27.0,Yes,,,
CA72916HUG,Knightsbridge Supreme,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% Softlux PP,"4, 5","Almond Mink, Ancient Sandstone, Cannon Grey, Dappled Grey, Delicate Blue, Flax, French Grey, Frosted Mink, Grey Marl, Gunmetal, Metallic Grey, Oyster Grey, Pewter, Scotch Mist, Silver Blonde, Stone Grey, Tea Green, White Pepper, Wild Rice, Winter Grey",12.37,25.0,30.0,Yes,,,
CA53945HUG,Prestige Classic,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% PP,"4, 5","Ashen, Celadon, Chrome, Claret, Cotton Fields, Devon Cream, Fawn, Goldrush, In the Navy, Misty Dawn, Olive Brown, Pearl Grey, Platinum, Silver Cloud, Slate Grey, Smokey Grey",9.44,20.0,24.0,Yes,,,
CA25925HUG,Prestige Elite,Hugh Mackay,Hugh Mackay,Carpet,Carpet,100% PP,"4, 5","Ashen, Celadon, Chrome, Claret, Cotton Fields, Devon Cream, Fawn, Goldrush, In the Navy, Misty Dawn, Olive Brown, Pearl Grey, Platinum, Silver Cloud, Slate Grey, Smokey Grey",11.54,23.333333333333336,28.0,Yes,,,
CA48956HUG,Safari,Hugh Mackay,Hugh Mackay,Carpet,Carpet,"80% Wool, 20% Nylon",4,"Leopard, Ocelot, Zebra",39.49,62.5,75.0,Yes,Yes,Yes,
CA65203ITC,Cabernet,ITC,ITC,Carpet,Carpet,100% Faux Silk (PA 6.0 Nylon),4,"120101, 120103, 120104, 120106, 120111, 120112, 120306, 120308, 120310",24.96,40.0,48.0,Yes,,,
CA80855ITC,Cannes,ITC,ITC,Carpet,Carpet,100% Faux Silk (PA 6.0 Nylon),4,"150300, 150101, 150102, 150105, 150108, 150112, 150113, 150115, 150302, 150305, 150314, 150325",50.96,76.66666666666667,92.0,Yes,,,
CA76955ITC,Chablis,ITC,ITC,Carpet,Carpet,100% Faux Silk (PA 6.0 Nylon),4,"130102, 130103, 130106, 130107, 130108, 130110, 130115, 130116, 130122",35.44,54.16666666666667,65.0,Yes,,,
CA70616ITC,Chamonix,ITC,ITC,Carpet,Carpet,100% Faux Silk (PA 6.0 Nylon),4,"190101, 190112, 190248, 190301, 190305, 190314, 190322, 190326, 190420, 190436, 190522",69.76,107.5,129.0,,,,
CA87621ITC,Eco-Velvet,ITC,ITC,Carpet,Carpet,100% Undyed Wool,4,"141175, 141178, 141187, 141189, 141191",40.0,62.5,75.0,,,,
CA27700ITC,Elegance,ITC,ITC,Carpet,Carpet,100% Viscose,4,"6660, 6661, 6663, 6669, 6670, 6671, 6673, 6674, 6676",73.44,112.5,135.0,,,,
CA55058ITC,Essence,ITC,ITC,Carpet,Carpet,100% Viscose,4,"82177, 82178, 82186, 82187, 82188, 82325, 82328, 82329, 82332, 82978",82.64,123.33333333333334,148.0,,,,
CA38175ITC,Galaxy,ITC,ITC,Carpet,Carpet,100% Faux Silk (PA 6.0 Nylon),4,"101001, 101002, 101007, 101013, 101225, 101686, 101809, 101999",66.96,100.0,120.0,,,,
CA94565ITC,Singapore,ITC,ITC,Carpet,Carpet,100% Polyester,4,"16763, 16941, 16942, 18101, 18102, 18306, 18742, 19003",50.68,79.16666666666667,95.0,,,,
CA20973JAC,Agra,Jacaranda,Jacaranda,Carpet,Carpet,"50% Wool, 50% TENCEL","4, 5","Cloudy Grey, Ice, Oatmeal, Oyster, Platinum, Taj",114.75,172.5,207.0,,Yes,,
CA18515JAC,Almora,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,4,"Amber, Azurite, Baltic, Canary, Jade, Jet, Larch, Lichen, Magpie, Malachite, Oriole, Pimpernel, Russet, Thunder",104.55,156.66666666666666,188.0,,Yes,,
CA65893JAC,Arani,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,"4, 5","Canvas, Cloudy Grey, Iron, Kapok, Lavender, Marlin, Platinum, Snow, Teal Blue, Zinc",104.55,156.66666666666666,188.0,,Yes,Yes,
CA54318JAC,Babri,Jacaranda,Jacaranda,Carpet,Carpet,"50% Wool, 50% TENCEL","4, 5","Limestone, Muscovite, Ore, Pumice, Sandstone, Shale",62.9,94.16666666666666,113.0,,,,
CA37254JAC,Badoli,Jacaranda,Jacaranda,Carpet,Carpet,"50% Wool, 50% TENCEL","4, 5","Limestone, Sandstone, Pumice, Shale, Muscovite, Ore",61.2,91.66666666666666,110.0,,,,
CA12380JAC,Chatra,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Cream, Millet, Putty, Rye",59.5,89.16666666666666,107.0,,Yes,,
CA45089JAC,Chennai,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Ammonite, Cloud, Dunnock, Horseradish, Owl, Salt, Sparrow",38.25,60.83333333333333,73.0,,Yes,,
CA18886JAC,Daiya,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Almond, Barley, Carraway, Cashew, Chia, Clove, Sarawak, Senecio",38.25,60.83333333333333,73.0,,,,
CA19971JAC,Desuri,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Almond, Barley, Carraway, Cashew, Chia, Clove, Sarawak, Senecio",40.8,60.83333333333333,73.0,,,,
CA43251JAC,Jaisalmer,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Artemisia, Cockle, Cowrie, Heron, Mist, Night, Titanium, Vellum, Woad",56.95,85.83333333333334,103.0,,Yes,,
CA37897JAC,Jaspur,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Artemisia, Cockle, Cowrie, Heron, Mist, Night, Titanium, Vellum, Woad",64.6,96.66666666666666,116.0,,Yes,,
CA52967JAC,Kasia,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,"4, 5","Ash, Basalt, Koala, Platinum, Quartzite, Shell, Snow, Storm, Sturgeon, Walrus",105.4,158.33333333333334,190.0,,Yes,,
CA37322JAC,Kheri,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,4,"Amethyst, Camel, Cameo, Caper, Carmine, Cornflower, Delphinium, Duck Egg, Glacier, Lovat, Mackerel, Merlin, Mole, Moonstone, Navy, Nimbus, Rose, Sapphire, White",105.4,158.33333333333334,190.0,,Yes,,
CA15973JAC,Mandalay Silk,Jacaranda,Jacaranda,Carpet,Carpet,"40% Silk, 60% Merino Wool","4, 5","Abalone, Andaman, Ecru, Fawn, Gossamer, Grayling, Kunzite, Mercury, Nacre, Viridian",191.25,286.6666666666667,344.0,,Yes,,
CA84916JAC,Natural Weave Herringbone,Jacaranda,Jacaranda,Carpet,Carpet,100% NZ Wool,4,"Charcoal, Grey, Ivory, Marl, Oatmeal, Pearl, Slate, Taupe, Wheat",80.75,120.83333333333334,145.0,,Yes,Yes,
CA22068JAC,Natural Weave Hexagon,Jacaranda,Jacaranda,Carpet,Carpet,100% NZ Wool,4,"Charcoal, Grey, Ivory, Marl, Oatmeal, Pearl, Slate, Taupe, Wheat",62.9,94.16666666666666,113.0,,Yes,Yes,
CA42127JAC,Natural Weave Square,Jacaranda,Jacaranda,Carpet,Carpet,100% NZ Wool,4,"Charcoal, Grey, Ivory, Marl, Oatmeal, Pearl, Slate, Taupe, Wheat",71.4,107.5,129.0,,Yes,Yes,
CA26283JAC,Rajgarh,Jacaranda,Jacaranda,Carpet,Carpet,"60% Viscose, 40% Wool","4, 5","Charcoal, Cloudy Grey, Dappled Grey, Eggshell, Gunmetal, Silver, Tusk",89.25,134.16666666666666,161.0,,Yes,,
CA32929JAC,Rampur,Jacaranda,Jacaranda,Carpet,Carpet,"60% Viscose, 40% Wool","4, 5","Grey, Ivory, Oatmeal, Pearl",73.1,110.0,132.0,,Yes,,
CA98595JAC,Santushti,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,"4, 5","Ash, Dolphin, Dove, Fossil, Mouse, Platinum, Shell, Starlight, Storm, Wheat",101.15,151.66666666666666,182.0,,Yes,Yes,
CA11601JAC,Satara,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,4,"Adriatic, Agate, Camel, Charcoal, Copper, Damson, Duck Egg, Emerald, Garnet, Gold, Holly, Lovat, Mackerel, Moss, Navy, Nimbus, Ochre, Sage, White",101.15,151.66666666666666,182.0,,Yes,,
CA91790JAC,Seoni,Jacaranda,Jacaranda,Carpet,Carpet,100% Carbon-Zero TENCEL,"4, 5","Cameo, Canvas, Cloudy Grey, Cornflower, Dove, Eucalyptus, Lovat, Merlin, Pearl, Snow, Storm, Wheat",98.6,147.5,177.0,,,,
CA92254JAC,Simla,Jacaranda,Jacaranda,Carpet,Carpet,100% TENCEL,"4, 5","Atlantic Blue, Charcoal, Cloudy Grey, Eggshell, Fern, Grey, Gunmetal, Ivory, Lavender, Oatmeal, Opal, Pewter, Silver, Steel Grey, Storm, Tapenade, Taupe, Wheat",113.9,170.83333333333331,205.0,,Yes,,
CA73533JAC,Willingdon,Jacaranda,Jacaranda,Carpet,Carpet,100% Pure New Wool,"4, 5","Aegean, Artemisia, Beluga, Heron, Lead, Mist, Night, Olea, Onyx, Papyrus, Peacock, Seal, Sepia, Titanium, Vanilla, Vellum, Woad",58.65,88.33333333333334,106.0,,Yes,,
CA58748KER,Aurora,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Arabesque, Fez, Maroc Light, Marrakech, Medina, Meknes, Moorish Spaces, Riad Hide, Rooftop Sundown, Rose Water, Souk Puzzle, Tetuoan",23.1,41.66666666666667,50.0,,,,
CA98363KER,Capella,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"50% Wool, 50% PP","4, 5","Arctic White, Ivory Cream, Morning Frost, Rich Earth, Thunder Grey, Wildwood",12.95,25.833333333333336,31.0,,,,
CA16969KER,Cascade,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,4,"April Shower, Grey Fossil, Light Cloud, Pale Linen, Sand Castle, Steel Armour",35.75,57.5,69.0,,,Yes,
CA30929KER,Changing Scale,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Classic Contrast, Grand Scheme, Grey Miniature, Little Neutral, Oversized Edit, Tonal Giant",25.5,43.33333333333333,52.0,,Yes,Yes,Yes
CA35879KER,Country Herbs,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Basil, Chamomile, Chervil, Rosemary, Sorrel, Tarragon, Wild Garlic",21.2,38.333333333333336,46.0,,,,
CA47981KER,Elegance,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Marseilles, Murcia, Toulouse, Vienna",28.35,48.33333333333333,58.0,,,,
CA23261KER,Exquisite,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Basseterre, Colombo, Port Vila, Praia, San Marino, Victoria",28.35,48.33333333333333,58.0,,,,
CA24314KER,Folded Angle,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% NZ Wool,5,"Chevron Architect, Ivory Paper, Pleated Grey, Shiro Practice, Tessellation, Washi",41.95,63.33333333333333,76.0,,Yes,,
CA12859KER,Grandeur,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Buenos Aires, Kingston, Nairobi, Nassau, San Jose, Santiago",28.35,48.33333333333333,58.0,,,,
CA33597KER,Inspired Directions ,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% NZ Wool,"4, 5","Cafe Culture, City Guide, Design Tripper, Fine Art, Flemish Grey, Gallery Space, Kriek, Long Day, Magritte, Metropolitan, Modern Antique, Waffle House",22.35,40.0,48.0,,,,
CA16732KER,KC Coir Matting (Not Stock) Coloured,Kersaint Cobb,Kersaint Cobb,Carpet,Coir,100% Coir,"1, 2","Chevron Architect, Ivory Paper, Pleated Grey, Shiro Practice, Tessellation, Washi",28.35,48.33333333333333,58.0,,,,
CA85230KER,KC Coir Matting (Not Stock) Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Coir,100% Coir,"1, 2","Basseterre, Colombo, Port Vila, Praia, San Marino, Victoria",25.5,43.33333333333333,52.0,,,,
CA76331KER,KC Coir Opulence Boucle Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Coir,100% Coir,"3.94, 5","Classic Contrast, Grand Scheme, Grey Miniature, Little Neutral, Oversized Edit, Tonal Giant",17.5,35.0,42.0,,,,
CA85131KER,KC Coir Opulence Herringbone Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Coir,100% Coir,"3.94, 5","Basil, Chamomile, Chervil, Rosemary, Sorrel, Tarragon, Wild Garlic",16.15,32.5,39.0,,,,
CA91275KER,KC Coir Opulence Panama Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Coir,100% Coir,"3.94, 5","Marseilles, Murcia, Toulouse, Vienna",16.15,32.5,39.0,,,,
CA92969KER,KC Fine Seagrass - Basketweave ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Aland, Fjord, Jutland, Kalmar, Lapland, Svalbard, Telemark",20.45,36.666666666666664,44.0,,,,
CA45082KER,KC Fine Seagrass - Herringbone ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Faroe, Gotland, Iceland, Sweden",19.3,38.333333333333336,46.0,,,,
CA96659KER,KC Fine Seagrass - Standard ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Carved Stone, Crushed Praline, Granite Dust, Silver Charm, Toasted Almond",19.3,38.333333333333336,46.0,,,,
CA77459KER,KC Jute Herringbone Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Jute,100% Jute,4,"Chalk Powder, Cool Slate, Golden Sands, Grey Smoke, Smooth Caramel, Soft Feather, Storm Cloud, Tawny Owl",23.6,42.5,51.0,,,,
CA57336KER,KC Jute Medium Boucle,Kersaint Cobb,Kersaint Cobb,Carpet,Jute,100% Jute,4,"Arctic White, Ivory Cream, Morning Frost, Rich Earth, Thunder Grey, Wildwood",23.6,42.5,51.0,,,,
CA62142KER,KC Jute Panama Natural,Kersaint Cobb,Kersaint Cobb,Carpet,Jute,100% Jute,4,"April Shower, Grey Fossil, Light Cloud, Pale Linen, Sand Castle, Steel Armour",23.6,42.5,51.0,,,,
CA63823KER,KC Seagrass - Basketweave ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Handcrafted, Metal Work, Tapestry, Woven Tone",21.15,38.333333333333336,46.0,,,,
CA92408KER,KC Seagrass - Herringbone ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Continuous Line, Formation, Gray Echo, Impasto, Interwoven Shade, Natural Repitition, Replay",16.85,33.333333333333336,40.0,,,,
CA23426KER,KC Seagrass - Standard ,Kersaint Cobb,Kersaint Cobb,Carpet,Seagrass,100% Seagrass,4,"Cosmic, Eclipse, Orbit, Solar, Supernova",15.95,31.666666666666664,38.0,,,,
CA36794KER,KC Sisal Big Boucle,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,4,"Buenos Aires, Kingston, Nairobi, Nassau, San Jose, Santiago",25.5,43.33333333333333,52.0,,,,
CA81217KER,KC Sisal Bouclé Artist,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,4,"Cafe Culture, City Guide, Design Tripper, Fine Art, Flemish Grey, Gallery Space, Kriek, Long Day, Magritte, Metropolitan, Modern Antique, Waffle House",27.25,46.66666666666667,56.0,,,,
CA54575KER,KC Sisal Elite Herringbone,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,4,"Cobblestone, Flagstone, Glacier, Moonbeam, Seashell, Silver",27.25,46.66666666666667,56.0,,,,
CA44460KER,KC Sisal Herringbone,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,4,"Blue Moon, Cool Waters, Oyster Shell, Silver Sparkle, Stardust, Twilight",26.85,45.83333333333333,55.0,,,,
CA41148KER,KC Sisal Mini Bouclé,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,"4, 5","40, 41, 42, 86, 87, 88",23.95,43.33333333333333,52.0,,Yes,,
CA97342KER,KC Sisal Panama,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,4,"119, 121, 124, 126, 995, 1810",26.05,44.16666666666667,53.0,,,,
CA52414KER,KC Sisal Tigers Eye,Kersaint Cobb,Kersaint Cobb,Carpet,Sisal,100% Sisal,"4, 5","Aalborg, Copenhagen, Drammen, Gothenburg, Helsinki, Nuuk, Oulu, Skagen, Stockholm, Sumba, Turku, Varde",27.4,46.66666666666667,56.0,,Yes,,
CA19949KER,Luna,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"70% Wool, 30% Goat Hair",5,"Cobblestone, Flagstone, Glacier, Moonbeam, Seashell, Silver",34.35,58.33333333333333,70.0,,,,
CA17532KER,Odyssey,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,4,"Blue Moon, Cool Waters, Oyster Shell, Silver Sparkle, Stardust, Twilight",30.2,51.66666666666667,62.0,,,,
CA88816KER,Pampas Berber Loop,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","40, 41, 42, 86, 87, 88",13.95,27.5,33.0,,,,
CA88225KER,Pampas Bouclé ,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","119, 121, 124, 126, 995, 1810",30.5,51.66666666666667,62.0,,,,
CA85615KER,Pampas Nordic ,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"50% Wool, 50% PP","4, 5","Aalborg, Copenhagen, Drammen, Gothenburg, Helsinki, Nuuk, Oulu, Skagen, Stockholm, Sumba, Turku, Varde",16.99,34.166666666666664,41.0,,,,
CA98186KER,Pampas Nordic Elite,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"50% Wool, 50% PP","4, 5","Aland, Fjord, Jutland, Kalmar, Lapland, Svalbard, Telemark",16.99,34.166666666666664,41.0,,,,
CA28057KER,Pampas Nordic Stripe,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"50% Wool, 50% PP",4,"Faroe, Gotland, Iceland, Sweden",16.99,34.166666666666664,41.0,,,,
CA60973KER,Piccolo,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,"80% Wool, 20% Yak Hair","4, 5","Carved Stone, Crushed Praline, Granite Dust, Silver Charm, Toasted Almond",28.85,49.16666666666667,59.0,,Yes,,
CA34088KER,Studio Craft,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Handcrafted, Metal Work, Tapestry, Woven Tone",25.55,43.33333333333333,52.0,,Yes,,
CA69255KER,Textured Repeat,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Continuous Line, Formation, Gray Echo, Impasto, Interwoven Shade, Natural Repitition, Replay",31.1,52.5,63.0,,Yes,,
CA47584KER,Voyage,Kersaint Cobb,Kersaint Cobb,Carpet,Carpet,100% Wool,"4, 5","Cosmic, Eclipse, Orbit, Solar, Supernova",27.85,47.5,57.0,,,,
CA68893LAN,Boheme,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","170 Salmon, 240 Cream, 250 Magnolia, 260 Camel, 270 Almond, 410 Leather, 420 Cornstalk, 430 Bamboo Mat, 440 Ivory, 450 Sand, 740 Ocean, 800 Ebony, 810 Charcoal, 820 Slate, 840 Moonshine, 850 Moonbeam, 860 Granite, 870 Silver",37.5,50.83333333333333,61.0,,Yes,,
CA81519LAN,Celeste,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","020 Lavender, 170 Salmon, 180 Rum, 240 Cream, 250 Magnolia, 260 Camel, 280 Havanna, 410 Leather, 420 Cornstalk, 430 Bamboo Mat, 440 Ivory, 450 Sand, 690 Satin Jade, 810 Charcoal, 820 Slate, 830 Ash, 840 Moonshine, 850 Moonbeam, 860 Granite, 870 Silver, 880 Pearl, 890 Snow",39.5,53.33333333333333,64.0,,Yes,,
CA46988LAN,Dream,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","122 Coral 2, 250 Cream Silk, 251 Rolling Fog, 261 Cobblestone, 302 Mahogany 2, 321 Cognac 1, 371 Gold Leaf 1, 421 Cornstalk 1, 450 Wheatgrass, 541 Curry 1, 591 Moss 1, 661 Celadon 1, 691 Satin Jade 1, 732 Azure 2, 800 Black, 820 Domino, 850 Urban Obsession, 860 Squall Line, 870 Silver Lining, 880 Egyptian Cotton, 890 Ivory",28.5,40.83333333333333,49.0,,Yes,,
CA46535LAN,Evita,Lano,Lano,Carpet,Carpet,100% Polyamide,"4, 5","050 Crocus, 060 Heather, 181 Rum 1, 240 Cream, 260 Camel, 391 Copper 1, 410 Leather, 681 Juniper 1, 780 Steel, 810 Charcoal, 820 Slate, 830 Ash, 849 Moonshine 9, 850 Moonbeam, 869 Granite 9, 870 Silver, 880 Pearl, 890 Snow",29.5,45.0,54.0,,Yes,,
CA78810LAN,Fame Enso,Lano,Lano,Carpet,Carpet,100% PES,"4, 5","400 Coffee, 410 Leather, 430 Bamboo Mat, 440 Ivory, 450 Sand, 460 Hemp, 780 Steel, 800 Ebony, 810 Charcoal, 820 Slate, 860 Granite, 870 Silver",24.0,39.166666666666664,47.0,,Yes,,
