SKU,Product,Manufacturer,Supplier,Category,Type,Cost ex VAT,Sell ex VAT,Sell inc VAT,Notes,Discontinued?
AN98400INT,C110 Contract Gripper (3-row),Interfloor,Salesmark West,Ancillaries,Gripper,0.61,2.5,3.0,,
AN68053PRO,Probond PR260 Primer (5 L),Probond,SASGO,Ancillaries,Sub floor works,24.91,40.83,48.995999999999995,,
AN80933PRO,Probond PR298 2-Part Epoxy DPM (Solvent Free) (10 kg),Probond,SASGO,Ancillaries,Sub floor works,96.36,158.33,189.996,,
AN78120PRO,Probond FL330 Fine Flowing Smooth Levelling Compound (20 kg),Probond,SASGO,Ancillaries,Sub floor works,15.0,33.333333333333,39.9999999999996,,
AN63272PRO,Probond FL390 2 Part Rapid Setting Levelling Compound (20 kg),Probond,SASGO,Ancillaries,Sub floor works,19.8,37.5,45.0,,
AN59784PRO,Probond PR295 Moisture Suppressant (5 kg),Probond,SASGO,Ancillaries,Sub floor works,48.61,104.16666666667,125.000000000004,,
AN66467SAS,9mm Flooring Grade Ply (8' X 4'),SASGO,SASGO,Ancillaries,Sub floor works,21.59,32.5,39.0,,
AN23057SAS,12mm Flooring Grade Ply (8' X 4'),SASGO,SASGO,Ancillaries,Sub floor works,26.99,39.58,47.495999999999995,,
AN51613TED,Ted Todd MS Flex Adhesive (15kg),Ted Todd,Ted Todd,Ancillaries,Adhesive,53.95,157.5,189.0,,
AN13976TED,Ted Todd Care Kit - System 3 (Whitened Lacq. & Hardened Oil),Ted Todd,Ted Todd,Ancillaries,Maintenance,41.63,57.5,69.0,,
AN71079TED,Ted Todd Care Kit - System 4 (Whitened Natural & Hardwax Oil),Ted Todd,Ted Todd,Ancillaries,Maintenance,45.1,57.5,69.0,,
AN40245TED,Ted Todd Care Kit - System 1 (Lacq. & Hardened Oil),Ted Todd,Ted Todd,Ancillaries,Maintenance,36.08,50.0,60.0,,
AN13619TED,Ted Todd Easy Clean 1 lt (Lacq. & Hardened Oil),Ted Todd,Ted Todd,Ancillaries,Maintenance,9.69,11.63,13.956000000000001,,
AN55461TED,Ted Todd Care Kit - System 2 (Natural & Hardwax Oil),Ted Todd,Ted Todd,Ancillaries,Maintenance,38.85,54.17,65.004,,
AN73393TED,Ted Todd Oak Radiator Pipe Covers (Pair),Ted Todd,Ted Todd,Ancillaries,Other,13.82,20.73,24.876,,
AN18381TED,Ted Todd Fidbox - Climatic Monitoring System,Ted Todd,Ted Todd,Ancillaries,Other,182.57,219.08,262.896,,
AN18120TED,Ted Todd Oak L/End (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,29.9,59.8,71.75999999999999,,
AN23373TED,Ted Todd Oak Cover Strip 6mm X 34mm (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,23.9,47.8,57.35999999999999,,
AN23629TED,Ted Todd Oak (T&G) Stair Nosing (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,50.9,101.8,122.16,,
AN26054TED,Ted Todd Oak Scotia (Beading) (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,13.82,27.64,33.168,,
AN26751TED,Ted Todd Oak Semi-Ramp (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,29.9,59.8,71.75999999999999,,
AN34855TED,Ted Todd Oak T-Section (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,28.4,56.8,68.16,,
AN44786TED,Ted Todd Oak Ramp (0.96 M),Ted Todd,Ted Todd,Ancillaries,Profile,21.9,43.8,52.559999999999995,,
AN57954TED,Ted Todd Oak T-Section (0.96 M),Ted Todd,Ted Todd,Ancillaries,Profile,16.6,33.2,39.84,,
AN78912TED,Ted Todd Oak Cover Strip 6mm X 44mm (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,24.9,49.8,59.75999999999999,,
AN82270TED,Ted Todd Oak Ramp (2.35 M),Ted Todd,Ted Todd,Ancillaries,Profile,40.9,81.8,98.16,,
AN85384TED,Ted Todd Oak L/End (0.96 M),Ted Todd,Ted Todd,Ancillaries,Profile,18.9,37.8,45.35999999999999,,
AN86571TED,Ted Todd Oak (T&G) Stair Nosing (0.96 M),Ted Todd,Ted Todd,Ancillaries,Profile,30.9,61.8,74.16,,
AN89879TED,Ted Todd Oak Semi-Ramp (0.96 M),Ted Todd,Ted Todd,Ancillaries,Profile,18.9,37.8,45.35999999999999,,
AN79773TED,Ted Todd Olympia 3.6mm Underlay (15 SQM),Ted Todd,Ted Todd,Ancillaries,Underlay,82.6,137.67,165.20399999999998,,
AN65517TED,Ted Todd Amphion 5.0mm Underlay (15 SQM),Ted Todd,Ted Todd,Ancillaries,Underlay,118.72,197.87,237.444,,
AN79303ULS,Axfelt Triple Layer Underlay,Ulster Carpets,Ulster Carpets,Ancillaries,Underlay,4.1,11.25,13.5,,
AN93773QUI,Quickstep Laminate Incizo Doorbar (2.15 M),Quickstep,Unilin,Ancillaries,Profile,15.241666666667,32.5,39.0,,
AN44698VFX,Flatbead Oak Satin Lacquer (2.4m),V4,V4,Ancillaries,Other,3.99,12.5,15.0,,
AN19311WOO,Woodpecker MS Parquet Adhesive (16kg),Woodpecker,Woodpecker,Ancillaries,Adhesive,88.0,161.33,193.596,,
AN61349WOO,Woodpecker Cleaning Kit (Oiled),Woodpecker,Woodpecker,Ancillaries,Maintenance,22.0,40.33,48.395999999999994,,
AN26632WOO,Woodpecker Cleaning Kit (Lacquered/Laminate),Woodpecker,Woodpecker,Ancillaries,Maintenance,22.0,40.33,48.395999999999994,,
AN69564WOO,Woodpecker Cleaning Liquid (Oiled Floors),Woodpecker,Woodpecker,Ancillaries,Maintenance,5.0,9.17,11.004,,
AN30278WOO,Woodpecker Cleaning Liquid (Lacquered Floors),Woodpecker,Woodpecker,Ancillaries,Maintenance,5.0,9.17,11.004,,
AN13140WOO,Woodpecker Oak Flat Trim 22mm (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,35.0,64.17,77.004,,
AN14619WOO,Woodpecker Oak Ramp (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,40.5,74.25,89.1,,
AN28674WOO,WP Contour Brass Inlay (1.8M) (9.5mm X 3mm),Woodpecker,Woodpecker,Ancillaries,Profile,23.5,43.08,51.696,,
AN29116WOO,Woodpecker Oak T&G Nosing (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,60.0,110.0,132.0,,
AN30248WOO,Woodpecker Oak Ramp (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,22.0,40.33,48.395999999999994,,
AN36163WOO,Woodpecker Oak T&G Nosing (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,32.5,59.58,71.496,,
AN46229WOO,Woodpecker Oak L/End (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,19.5,35.75,42.9,,
AN50209WOO,Woodpecker Oak Twin (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,19.5,35.75,42.9,,
AN54369WOO,Woodpecker Oak Radiator Pipe Covers (Pair),Woodpecker,Woodpecker,Ancillaries,Profile,9.5,15.83,18.996,,
AN54908WOO,Woodpecker Oak Flat Trim 22mm (1.2 M),Woodpecker,Woodpecker,Ancillaries,Profile,25.0,45.83,54.995999999999995,,
AN58977WOO,Woodpecker Oak Overlapping Nosing (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,32.5,59.58,71.496,,
AN59047WOO,Woodpecker Oak Flat Trim 44mm (1.2 M),Woodpecker,Woodpecker,Ancillaries,Profile,27.0,49.5,59.4,,
AN60598WOO,Woodpecker Oak L/End (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,36.0,66.0,79.2,,
AN60611WOO,Woodpecker Oak Semi-Ramp (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,40.5,74.25,89.1,,
AN61858WOO,Woodpecker Oak Overlapping Nosing (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,60.0,110.0,132.0,,
AN65926WOO,Woodpecker Oak Flat Trim 44mm (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,37.0,67.83,81.396,,
AN86753WOO,Woodpecker Oak Semi-Ramp (0.9 M),Woodpecker,Woodpecker,Ancillaries,Profile,22.0,40.33,48.395999999999994,,
AN87913WOO,Woodpecker Oak Twin (1.8 M),Woodpecker,Woodpecker,Ancillaries,Profile,36.0,66.0,79.2,,
AN94327WOO,WP Contour Stainless Steel Inlay (1.8M) (9.5mm X 3mm),Woodpecker,Woodpecker,Ancillaries,Profile,23.5,43.08,51.696,,
AN99980WOO,Woodpecker Oak Scotia (Beading) (1.8M),Woodpecker,Woodpecker,Ancillaries,Profile,13.0,23.83,28.595999999999997,,
AN80825WOO,Woodpecker Floormate Underlay 3.6mm (10 SQM),Woodpecker,Woodpecker,Ancillaries,Underlay,32.5,59.58,71.496,,
