Part Number,Manufacturer,Description,Range,Colour,Width,Cost per SQM (ex VAT),Sell per SQM (inc VAT),Category,Sub-Category,Notes
CA83087ULS,Ulster,Open Spaces Dubai Tor (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA57258ULS,Ulster,Open Spaces Dubai Tor (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA85095ULS,Ulster,Open Spaces Dubai Tor (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA40713ULS,Ulster,Open Spaces Napier Basalt (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA28738ULS,Ulster,Open Spaces Napier Basalt (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA99687ULS,Ulster,Open Spaces Napier Basalt (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA93659ULS,Ulster,Open Spaces Napier Basalt (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA41110ULS,Ulster,Open Spaces Napier Basalt (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA84533ULS,Ulster,Open Spaces Napier Burlap (1 M),,,1.0,28.5,55.0,Carpet,Wool,
CA58565ULS,Ulster,Open Spaces Napier Burlap (2 M),,,2.0,28.5,55.0,Carpet,Wool,
CA61646ULS,Ulster,Open Spaces Napier Burlap (3 M),,,3.0,28.5,55.0,Carpet,Wool,
CA30160ULS,Ulster,Open Spaces Napier Burlap (4 M),,,4.0,28.5,55.0,Carpet,Wool,
CA70800ULS,Ulster,Open Spaces Napier Burlap (5 M),,,5.0,28.5,55.0,Carpet,Wool,
CA88942ULS,Ulster,Open Spaces Napier Cape (1 M),,,1.0,28.5,55.0,Carpet,Wool,
