Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Boheme 170 Salmon (4 M),CA68893LAN-54763,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme 170 Salmon 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 170 Salmon (5 M),CA68893LAN-DA992,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme 170 Salmon  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 240 Cream (4 M),CA68893LAN-090BE,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  240 Cream 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 240 Cream (5 M),CA68893LAN-97A85,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  240 Cream  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 250 Magnolia (4 M),CA68893LAN-3A471,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  250 Magnolia 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 250 Magnolia (5 M),CA68893LAN-039DF,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  250 Magnolia  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 260 Camel (4 M),CA68893LAN-D1F73,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  260 Camel 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 260 Camel (5 M),CA68893LAN-45F21,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  260 Camel  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 270 Almond (4 M),CA68893LAN-3FD2F,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  270 Almond 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 270 Almond (5 M),CA68893LAN-0EB9E,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  270 Almond  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 410 Leather (4 M),CA68893LAN-818EC,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  410 Leather 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 410 Leather (5 M),CA68893LAN-1A972,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  410 Leather  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 420 Cornstalk (4 M),CA68893LAN-B445D,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  420 Cornstalk 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 420 Cornstalk (5 M),CA68893LAN-FBBD3,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  420 Cornstalk  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 430 Bamboo Mat (4 M),CA68893LAN-ABF4C,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  430 Bamboo Mat 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 430 Bamboo Mat (5 M),CA68893LAN-D2453,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  430 Bamboo Mat  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 440 Ivory (4 M),CA68893LAN-E5F77,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  440 Ivory 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 440 Ivory (5 M),CA68893LAN-DE98F,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  440 Ivory  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 450 Sand (4 M),CA68893LAN-53E62,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  450 Sand 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 450 Sand (5 M),CA68893LAN-F7DD7,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  450 Sand  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 740 Ocean (4 M),CA68893LAN-03D66,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  740 Ocean 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 740 Ocean (5 M),CA68893LAN-2DDB5,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  740 Ocean  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 800 Ebony (4 M),CA68893LAN-CDC37,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  800 Ebony 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 800 Ebony (5 M),CA68893LAN-B5B21,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  800 Ebony  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 810 Charcoal (4 M),CA68893LAN-42298,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  810 Charcoal 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 810 Charcoal (5 M),CA68893LAN-53755,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  810 Charcoal  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 820 Slate (4 M),CA68893LAN-B97A3,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  820 Slate 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 820 Slate (5 M),CA68893LAN-84918,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  820 Slate  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 840 Moonshine (4 M),CA68893LAN-1F1AC,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  840 Moonshine 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 840 Moonshine (5 M),CA68893LAN-933EF,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  840 Moonshine  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 850 Moonbeam (4 M),CA68893LAN-3E602,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  850 Moonbeam 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 850 Moonbeam (5 M),CA68893LAN-13DF5,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  850 Moonbeam  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 860 Granite (4 M),CA68893LAN-22625,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  860 Granite 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 860 Granite (5 M),CA68893LAN-640A2,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  860 Granite  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 870 Silver (4 M),CA68893LAN-B3CBA,Lano,150.0,150.0,203.33333333333331,Carpet,Carpet,Lano Boheme  870 Silver 4,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Boheme 870 Silver (5 M),CA68893LAN-6E92C,Lano,187.5,187.5,254.16666666666663,Carpet,Carpet,Lano Boheme  870 Silver  5,Price per SQM: £61.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 020 Lavender (4 M),CA81519LAN-36996,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste 020 Lavender 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 020 Lavender (5 M),CA81519LAN-D3A4A,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste 020 Lavender  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 170 Salmon (4 M),CA81519LAN-54763,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  170 Salmon 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 170 Salmon (5 M),CA81519LAN-DA992,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  170 Salmon  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 180 Rum (4 M),CA81519LAN-7E137,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  180 Rum 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 180 Rum (5 M),CA81519LAN-418ED,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  180 Rum  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 240 Cream (4 M),CA81519LAN-090BE,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  240 Cream 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 240 Cream (5 M),CA81519LAN-97A85,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  240 Cream  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 250 Magnolia (4 M),CA81519LAN-3A471,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  250 Magnolia 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 250 Magnolia (5 M),CA81519LAN-039DF,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  250 Magnolia  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 260 Camel (4 M),CA81519LAN-D1F73,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  260 Camel 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 260 Camel (5 M),CA81519LAN-45F21,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  260 Camel  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 280 Havanna (4 M),CA81519LAN-E08A5,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  280 Havanna 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 280 Havanna (5 M),CA81519LAN-30D3F,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  280 Havanna  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 410 Leather (4 M),CA81519LAN-818EC,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  410 Leather 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 410 Leather (5 M),CA81519LAN-1A972,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  410 Leather  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 420 Cornstalk (4 M),CA81519LAN-B445D,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  420 Cornstalk 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 420 Cornstalk (5 M),CA81519LAN-FBBD3,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  420 Cornstalk  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 430 Bamboo Mat (4 M),CA81519LAN-ABF4C,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  430 Bamboo Mat 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 430 Bamboo Mat (5 M),CA81519LAN-D2453,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  430 Bamboo Mat  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 440 Ivory (4 M),CA81519LAN-E5F77,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  440 Ivory 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 440 Ivory (5 M),CA81519LAN-DE98F,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  440 Ivory  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 450 Sand (4 M),CA81519LAN-53E62,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  450 Sand 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 450 Sand (5 M),CA81519LAN-F7DD7,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  450 Sand  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 690 Satin Jade (4 M),CA81519LAN-A6E4D,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  690 Satin Jade 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 690 Satin Jade (5 M),CA81519LAN-BE03D,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  690 Satin Jade  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 810 Charcoal (4 M),CA81519LAN-42298,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  810 Charcoal 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 810 Charcoal (5 M),CA81519LAN-53755,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  810 Charcoal  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 820 Slate (4 M),CA81519LAN-B97A3,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  820 Slate 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 820 Slate (5 M),CA81519LAN-84918,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  820 Slate  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 830 Ash (4 M),CA81519LAN-DCBFF,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  830 Ash 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 830 Ash (5 M),CA81519LAN-AA93C,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  830 Ash  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 840 Moonshine (4 M),CA81519LAN-1F1AC,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  840 Moonshine 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 840 Moonshine (5 M),CA81519LAN-933EF,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  840 Moonshine  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 850 Moonbeam (4 M),CA81519LAN-3E602,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  850 Moonbeam 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 850 Moonbeam (5 M),CA81519LAN-13DF5,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  850 Moonbeam  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 860 Granite (4 M),CA81519LAN-22625,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  860 Granite 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 860 Granite (5 M),CA81519LAN-640A2,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  860 Granite  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 870 Silver (4 M),CA81519LAN-B3CBA,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  870 Silver 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 870 Silver (5 M),CA81519LAN-6E92C,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  870 Silver  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 880 Pearl (4 M),CA81519LAN-A05D4,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  880 Pearl 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 880 Pearl (5 M),CA81519LAN-07135,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  880 Pearl  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 890 Snow (4 M),CA81519LAN-35582,Lano,158.0,158.0,213.33333333333331,Carpet,Carpet,Lano Celeste  890 Snow 4,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Celeste 890 Snow (5 M),CA81519LAN-768D9,Lano,197.5,197.5,266.66666666666663,Carpet,Carpet,Lano Celeste  890 Snow  5,Price per SQM: £64.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 122 Coral 2 (4 M),CA46988LAN-33FA8,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream 122 Coral 2 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 122 Coral 2 (5 M),CA46988LAN-BAE2D,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream 122 Coral 2  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 250 Cream Silk (4 M),CA46988LAN-8F458,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  250 Cream Silk 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 250 Cream Silk (5 M),CA46988LAN-A7A96,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  250 Cream Silk  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 251 Rolling Fog (4 M),CA46988LAN-60C4A,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  251 Rolling Fog 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 251 Rolling Fog (5 M),CA46988LAN-C52E5,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  251 Rolling Fog  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 261 Cobblestone (4 M),CA46988LAN-E25F8,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  261 Cobblestone 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 261 Cobblestone (5 M),CA46988LAN-7B772,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  261 Cobblestone  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 302 Mahogany 2 (4 M),CA46988LAN-0A892,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  302 Mahogany 2 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 302 Mahogany 2 (5 M),CA46988LAN-8EA74,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  302 Mahogany 2  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 321 Cognac 1 (4 M),CA46988LAN-17E5E,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  321 Cognac 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 321 Cognac 1 (5 M),CA46988LAN-8F73A,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  321 Cognac 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 371 Gold Leaf 1 (4 M),CA46988LAN-8FA38,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  371 Gold Leaf 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 371 Gold Leaf 1 (5 M),CA46988LAN-12285,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  371 Gold Leaf 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 421 Cornstalk 1 (4 M),CA46988LAN-E73C0,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  421 Cornstalk 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 421 Cornstalk 1 (5 M),CA46988LAN-8249E,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  421 Cornstalk 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 450 Wheatgrass (4 M),CA46988LAN-11EE4,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  450 Wheatgrass 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 450 Wheatgrass (5 M),CA46988LAN-1D53D,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  450 Wheatgrass  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 541 Curry 1 (4 M),CA46988LAN-D15AA,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  541 Curry 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 541 Curry 1 (5 M),CA46988LAN-2FD99,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  541 Curry 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 591 Moss 1 (4 M),CA46988LAN-22D6C,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  591 Moss 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 591 Moss 1 (5 M),CA46988LAN-BEB53,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  591 Moss 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 661 Celadon 1 (4 M),CA46988LAN-2A0C6,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  661 Celadon 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 661 Celadon 1 (5 M),CA46988LAN-D1C81,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  661 Celadon 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 691 Satin Jade 1 (4 M),CA46988LAN-23A82,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  691 Satin Jade 1 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 691 Satin Jade 1 (5 M),CA46988LAN-AFC1A,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  691 Satin Jade 1  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 732 Azure 2 (4 M),CA46988LAN-F3EF0,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  732 Azure 2 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 732 Azure 2 (5 M),CA46988LAN-5DDE9,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  732 Azure 2  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
