Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Cable Natural Loop Cord (1 M),CA66334WES-6130F,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Cord 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Cord (3.66 M),CA66334WES-B5AEA,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Cord  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Cord (4 M),CA66334WES-C7BC6,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Cord  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Cord (4.57 M),CA66334WES-49633,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Cord  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Cord (5 M),CA66334WES-DBF15,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Cord  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Corn (1 M),CA66334WES-B555A,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Corn 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Corn (3.66 M),CA66334WES-74B1E,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Corn  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Corn (4 M),CA66334WES-CBEBB,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Corn  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Corn (4.57 M),CA66334WES-E3404,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Corn  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Corn (5 M),CA66334WES-63825,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Corn  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Flax (1 M),CA66334WES-632EF,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Flax 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Flax (3.66 M),CA66334WES-9DBCF,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Flax  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Flax (4 M),CA66334WES-5E3BE,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Flax  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Flax (4.57 M),CA66334WES-659BE,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Flax  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Flax (5 M),CA66334WES-0D617,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Flax  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Furrow (1 M),CA66334WES-54DE5,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Furrow 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Furrow (3.66 M),CA66334WES-E4159,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Furrow  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Furrow (4 M),CA66334WES-30BB2,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Furrow  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Furrow (4.57 M),CA66334WES-4938C,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Furrow  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Furrow (5 M),CA66334WES-20BF8,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Furrow  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Hardwick (1 M),CA66334WES-DE1DA,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Hardwick 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Hardwick (3.66 M),CA66334WES-38367,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Hardwick  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Hardwick (4 M),CA66334WES-A1DC4,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Hardwick  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Hardwick (4.57 M),CA66334WES-4D19A,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Hardwick  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Hardwick (5 M),CA66334WES-BFB61,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Hardwick  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Honeycomb (1 M),CA66334WES-62B5A,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Honeycomb 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Honeycomb (3.66 M),CA66334WES-9AA65,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Honeycomb  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Honeycomb (4 M),CA66334WES-C5B49,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Honeycomb  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Honeycomb (4.57 M),CA66334WES-EE0E8,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Honeycomb  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Honeycomb (5 M),CA66334WES-2813F,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Honeycomb  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Maple (1 M),CA66334WES-3DE7B,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Maple 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Maple (3.66 M),CA66334WES-B4712,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Maple  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Maple (4 M),CA66334WES-D4327,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Maple  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Maple (4.57 M),CA66334WES-18346,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Maple  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Maple (5 M),CA66334WES-CE7BB,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Maple  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Nordic (1 M),CA66334WES-17DC1,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Nordic 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Nordic (3.66 M),CA66334WES-F994B,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Nordic  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Nordic (4 M),CA66334WES-F3ECD,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Nordic  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Nordic (4.57 M),CA66334WES-D2DAD,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Nordic  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Nordic (5 M),CA66334WES-B5C4D,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Nordic  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Pewter (1 M),CA66334WES-5DAEC,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Pewter 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Pewter (3.66 M),CA66334WES-95870,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Pewter  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Pewter (4 M),CA66334WES-91CA0,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Pewter  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Pewter (4.57 M),CA66334WES-3EE6D,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Pewter  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Pewter (5 M),CA66334WES-D0639,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Pewter  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rum And Raisin (1 M),CA66334WES-382AA,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Rum And Raisin 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rum And Raisin (3.66 M),CA66334WES-C380F,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Rum And Raisin  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rum And Raisin (4 M),CA66334WES-A2834,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Rum And Raisin  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rum And Raisin (4.57 M),CA66334WES-637A8,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Rum And Raisin  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rum And Raisin (5 M),CA66334WES-D318C,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Rum And Raisin  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rustic (1 M),CA66334WES-DA54B,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Rustic 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rustic (3.66 M),CA66334WES-D7194,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Rustic  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rustic (4 M),CA66334WES-CF312,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Rustic  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rustic (4.57 M),CA66334WES-5C2AB,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Rustic  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Rustic (5 M),CA66334WES-C3B8B,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Rustic  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Sandcastle (1 M),CA66334WES-7964F,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Sandcastle 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Sandcastle (3.66 M),CA66334WES-63F17,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Sandcastle  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Sandcastle (4 M),CA66334WES-1DAE4,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Sandcastle  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Sandcastle (4.57 M),CA66334WES-020E7,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Sandcastle  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Sandcastle (5 M),CA66334WES-0BA23,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Sandcastle  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Shingle (1 M),CA66334WES-686A2,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Shingle 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Shingle (3.66 M),CA66334WES-FAFE9,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Shingle  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Shingle (4 M),CA66334WES-90C59,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Shingle  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Shingle (4.57 M),CA66334WES-249E9,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Shingle  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Shingle (5 M),CA66334WES-D845D,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Shingle  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Soya (1 M),CA66334WES-3C66D,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Soya 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Soya (3.66 M),CA66334WES-EA798,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Soya  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Soya (4 M),CA66334WES-A7171,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Soya  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Soya (4.57 M),CA66334WES-8A39A,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Soya  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Soya (5 M),CA66334WES-04A96,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Soya  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Stucco (1 M),CA66334WES-ED133,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Stucco 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Stucco (3.66 M),CA66334WES-BF71E,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Stucco  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Stucco (4 M),CA66334WES-DA30B,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Stucco  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Stucco (4.57 M),CA66334WES-DEB7D,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Stucco  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Stucco (5 M),CA66334WES-E3E50,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Stucco  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Tallow (1 M),CA66334WES-7D945,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Tallow 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Tallow (3.66 M),CA66334WES-867D7,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Tallow  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Tallow (4 M),CA66334WES-C3E0B,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Tallow  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Tallow (4.57 M),CA66334WES-08E82,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Tallow  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Tallow (5 M),CA66334WES-D1249,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Tallow  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Thatch (1 M),CA66334WES-F3329,Westex,35.028,35.028,54.16666666666667,Carpet,Carpet,Westex Cable Natural Loop  Thatch 1,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Thatch (3.66 M),CA66334WES-C8CBD,Westex,128.20248,128.20248,198.25000000000003,Carpet,Carpet,Westex Cable Natural Loop  Thatch  3.66,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Thatch (4 M),CA66334WES-7E08A,Westex,140.112,140.112,216.66666666666669,Carpet,Carpet,Westex Cable Natural Loop  Thatch  4,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Thatch (4.57 M),CA66334WES-50CAE,Westex,160.07796,160.07796,247.5416666666667,Carpet,Carpet,Westex Cable Natural Loop  Thatch  4.57,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Cable Natural Loop Thatch (5 M),CA66334WES-B6C90,Westex,175.14,175.14,270.83333333333337,Carpet,Carpet,Westex Cable Natural Loop  Thatch  5,Price per SQM: £65.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ermine (1 M),CA61534WES-65FF4,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika Ermine 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ermine (3.66 M),CA61534WES-B9E62,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika Ermine  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ermine (4 M),CA61534WES-FD5E1,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika Ermine  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ermine (4.57 M),CA61534WES-C51F4,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika Ermine  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ermine (5 M),CA61534WES-B9590,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika Ermine  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ivory (1 M),CA61534WES-2324B,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Ivory 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ivory (3.66 M),CA61534WES-D50E7,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Ivory  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ivory (4 M),CA61534WES-31A64,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Ivory  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ivory (4.57 M),CA61534WES-43147,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Ivory  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Ivory (5 M),CA61534WES-1B59B,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Ivory  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Latte (1 M),CA61534WES-E9F24,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Latte 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Latte (3.66 M),CA61534WES-F5DF5,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Latte  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Latte (4 M),CA61534WES-7A57E,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Latte  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Latte (4.57 M),CA61534WES-F888A,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Latte  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Latte (5 M),CA61534WES-D0B4A,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Latte  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Magnolia (1 M),CA61534WES-A7510,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Magnolia 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Magnolia (3.66 M),CA61534WES-6422F,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Magnolia  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
