Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Charter Berber Deluxe Silhouette (2.5 M),CA41691ABI-9C4C4,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silhouette 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Silhouette (4 M),CA41691ABI-ABDC4,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silhouette  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Silhouette (5 M),CA41691ABI-EBD60,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silhouette  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Silver Mist (2.5 M),CA41691ABI-2A691,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silver Mist 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Silver Mist (4 M),CA41691ABI-C6359,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silver Mist  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Silver Mist (5 M),CA41691ABI-47B6F,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Silver Mist  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Slate (2.5 M),CA41691ABI-401E2,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Slate 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Slate (4 M),CA41691ABI-0E4E7,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Slate  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Slate (5 M),CA41691ABI-05469,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Slate  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Summer Sun (2.5 M),CA41691ABI-2887F,Abingdon Carpets,44.6,44.6,89.58333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Summer Sun 2.5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Summer Sun (4 M),CA41691ABI-C9A9C,Abingdon Carpets,71.36,71.36,143.33333333333334,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Summer Sun  4,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Deluxe Summer Sun (5 M),CA41691ABI-FECB7,Abingdon Carpets,89.2,89.2,179.16666666666669,Carpet,Carpet,Abingdon Carpets Charter Berber Deluxe  Summer Sun  5,Price per SQM: £43.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dapple (2.5 M),CA84762ABI-6BAC5,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop Dapple 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dapple (4 M),CA84762ABI-E1E83,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop Dapple  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dapple (5 M),CA84762ABI-96569,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop Dapple  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dolphin Grey (2.5 M),CA84762ABI-8FBE3,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dolphin Grey 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dolphin Grey (4 M),CA84762ABI-3D63E,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dolphin Grey  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dolphin Grey (5 M),CA84762ABI-AD81C,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dolphin Grey  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dove Grey (2.5 M),CA84762ABI-D2389,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dove Grey 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dove Grey (4 M),CA84762ABI-46075,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dove Grey  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Dove Grey (5 M),CA84762ABI-47E58,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Dove Grey  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Flax (2.5 M),CA84762ABI-80DA7,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Flax 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Flax (4 M),CA84762ABI-5E3BE,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Flax  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Flax (5 M),CA84762ABI-0D617,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Flax  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Honey Gold (2.5 M),CA84762ABI-B6245,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Honey Gold 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Honey Gold (4 M),CA84762ABI-893A6,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Honey Gold  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Honey Gold (5 M),CA84762ABI-0075F,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Honey Gold  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Irish Cream (2.5 M),CA84762ABI-66477,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Irish Cream 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Irish Cream (4 M),CA84762ABI-2E552,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Irish Cream  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Irish Cream (5 M),CA84762ABI-7CAC0,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Irish Cream  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mint Leaf (2.5 M),CA84762ABI-1674F,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mint Leaf 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mint Leaf (4 M),CA84762ABI-FDE86,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mint Leaf  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mint Leaf (5 M),CA84762ABI-9D025,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mint Leaf  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mustard (2.5 M),CA84762ABI-55E13,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mustard 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mustard (4 M),CA84762ABI-B03E9,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mustard  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Mustard (5 M),CA84762ABI-C5BD8,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Mustard  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Nutmeg (2.5 M),CA84762ABI-5A88C,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Nutmeg 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Nutmeg (4 M),CA84762ABI-C7498,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Nutmeg  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Nutmeg (5 M),CA84762ABI-08E30,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Nutmeg  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pewter (2.5 M),CA84762ABI-86B5B,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pewter 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pewter (4 M),CA84762ABI-91CA0,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pewter  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pewter (5 M),CA84762ABI-D0639,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pewter  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pumice (2.5 M),CA84762ABI-9407E,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pumice 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pumice (4 M),CA84762ABI-F43C1,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pumice  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Pumice (5 M),CA84762ABI-4741E,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Pumice  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Silver Mist (2.5 M),CA84762ABI-2A691,Abingdon Carpets,52.474999999999994,52.474999999999994,93.75,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Silver Mist 2.5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Silver Mist (4 M),CA84762ABI-C6359,Abingdon Carpets,83.96,83.96,150.0,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Silver Mist  4,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Berber Loop Silver Mist (5 M),CA84762ABI-47B6F,Abingdon Carpets,104.94999999999999,104.94999999999999,187.5,Carpet,Carpet,Abingdon Carpets Charter Berber Loop  Silver Mist  5,Price per SQM: £45.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Cotswold (2.5 M),CA90242ABI-86A37,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop Cotswold 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Cotswold (4 M),CA90242ABI-7689F,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop Cotswold  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Cotswold (5 M),CA90242ABI-B841E,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop Cotswold  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Dalesbred (2.5 M),CA90242ABI-7FC1B,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Dalesbred 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Dalesbred (4 M),CA90242ABI-B59A9,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Dalesbred  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Dalesbred (5 M),CA90242ABI-FB8F2,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Dalesbred  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Drysdale (2.5 M),CA90242ABI-69B3F,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Drysdale 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Drysdale (4 M),CA90242ABI-E330B,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Drysdale  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Drysdale (5 M),CA90242ABI-7DEE1,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Drysdale  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Galway (2.5 M),CA90242ABI-FCE0F,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Galway 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Galway (4 M),CA90242ABI-1FCE1,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Galway  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Galway (5 M),CA90242ABI-386AD,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Galway  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Herdwick (2.5 M),CA90242ABI-A7AA1,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Herdwick 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Herdwick (4 M),CA90242ABI-141D0,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Herdwick  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Herdwick (5 M),CA90242ABI-E7C65,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Herdwick  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Masam (2.5 M),CA90242ABI-CEDCE,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Masam 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Masam (4 M),CA90242ABI-4CDC5,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Masam  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Masam (5 M),CA90242ABI-E7E8E,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Masam  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Merino (2.5 M),CA90242ABI-06660,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Merino 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Merino (4 M),CA90242ABI-89B47,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Merino  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Merino (5 M),CA90242ABI-B550E,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Merino  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Montadale (2.5 M),CA90242ABI-D1524,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Montadale 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Montadale (4 M),CA90242ABI-8875D,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Montadale  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Montadale (5 M),CA90242ABI-1E82B,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Montadale  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Perendale (2.5 M),CA90242ABI-C27B2,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Perendale 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Perendale (4 M),CA90242ABI-53F63,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Perendale  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Perendale (5 M),CA90242ABI-C7B65,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Perendale  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Racka (2.5 M),CA90242ABI-F7B39,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Racka 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Racka (4 M),CA90242ABI-970AC,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Racka  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Racka (5 M),CA90242ABI-2BD2E,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Racka  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Romney (2.5 M),CA90242ABI-20313,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Romney 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Romney (4 M),CA90242ABI-A76AA,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Romney  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Romney (5 M),CA90242ABI-8ACFD,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Romney  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Southdown (2.5 M),CA90242ABI-3C3C6,Abingdon Carpets,55.099999999999994,55.099999999999994,100.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Southdown 2.5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Southdown (4 M),CA90242ABI-E0D20,Abingdon Carpets,88.16,88.16,160.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Southdown  4,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Charter Plain Loop Southdown (5 M),CA90242ABI-1ACCC,Abingdon Carpets,110.19999999999999,110.19999999999999,200.0,Carpet,Carpet,Abingdon Carpets Charter Plain Loop  Southdown  5,Price per SQM: £48.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Glacier (2.5 M),CA53466ABI-2448E,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings Glacier 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Glacier (4 M),CA53466ABI-66AC4,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings Glacier  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Glacier (5 M),CA53466ABI-542C9,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings Glacier  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Dove Grey (2.5 M),CA53466ABI-D2389,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Dove Grey 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Dove Grey (4 M),CA53466ABI-46075,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Dove Grey  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Dove Grey (5 M),CA53466ABI-47E58,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Dove Grey  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Mercury (2.5 M),CA53466ABI-6FB80,Abingdon Carpets,46.224999999999994,46.224999999999994,91.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Mercury 2.5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Mercury (4 M),CA53466ABI-4D6B8,Abingdon Carpets,73.96,73.96,146.66666666666666,Carpet,Carpet,Abingdon Carpets Deep Feelings  Mercury  4,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Deep Feelings Mercury (5 M),CA53466ABI-65250,Abingdon Carpets,92.44999999999999,92.44999999999999,183.33333333333331,Carpet,Carpet,Abingdon Carpets Deep Feelings  Mercury  5,Price per SQM: £44.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
