Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Royal Sovereign Husky Grey (4 M),CA92460ABI-EA01A,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Husky Grey  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Husky Grey (5 M),CA92460ABI-EBE0C,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Husky Grey  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Pine (2.5 M),CA92460ABI-C32AC,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Pine 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Pine (4 M),CA92460ABI-57645,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Pine  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Pine (5 M),CA92460ABI-10182,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Pine  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Squirrel (2.5 M),CA92460ABI-117A5,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Squirrel 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Squirrel (4 M),CA92460ABI-429C9,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Squirrel  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Squirrel (5 M),CA92460ABI-96C5F,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Squirrel  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Rice Cake (2.5 M),CA92460ABI-25CAC,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Rice Cake 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Rice Cake (4 M),CA92460ABI-A8265,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Rice Cake  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Rice Cake (5 M),CA92460ABI-C8CA7,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Rice Cake  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Shortbread (2.5 M),CA92460ABI-F3F8A,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Shortbread 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Shortbread (4 M),CA92460ABI-6DE46,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Shortbread  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Shortbread (5 M),CA92460ABI-A89C0,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Shortbread  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Bone (2.5 M),CA92460ABI-EDD6C,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Bone 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Bone (4 M),CA92460ABI-40DAF,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Bone  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Bone (5 M),CA92460ABI-73EA8,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Bone  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Biscotti (2.5 M),CA92460ABI-555C9,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Biscotti 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Biscotti (4 M),CA92460ABI-DF58E,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Biscotti  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Biscotti (5 M),CA92460ABI-79874,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Biscotti  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Granola (2.5 M),CA92460ABI-6CA29,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Granola 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Granola (4 M),CA92460ABI-CC688,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Granola  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Granola (5 M),CA92460ABI-96391,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Granola  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Oatcake (2.5 M),CA92460ABI-3FE95,Abingdon Carpets,34.1,34.1,68.75,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Oatcake 2.5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Oatcake (4 M),CA92460ABI-63454,Abingdon Carpets,54.56,54.56,110.0,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Oatcake  4,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Sovereign Oatcake (5 M),CA92460ABI-C34D1,Abingdon Carpets,68.2,68.2,137.5,Carpet,Carpet,Abingdon Carpets Royal Sovereign  Oatcake  5,Price per SQM: £33.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Husky Grey (2.5 M),CA73122ABI-761E4,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor Husky Grey 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Husky Grey (4 M),CA73122ABI-EA01A,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor Husky Grey  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Husky Grey (5 M),CA73122ABI-EBE0C,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor Husky Grey  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Bone (2.5 M),CA73122ABI-EDD6C,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Bone 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Bone (4 M),CA73122ABI-40DAF,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Bone  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Bone (5 M),CA73122ABI-73EA8,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Bone  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Cobblestone (2.5 M),CA73122ABI-43D0C,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Cobblestone 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Cobblestone (4 M),CA73122ABI-7A52D,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Cobblestone  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Cobblestone (5 M),CA73122ABI-36CB4,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Cobblestone  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Smoke (2.5 M),CA73122ABI-0B739,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Smoke 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Smoke (4 M),CA73122ABI-B9422,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Smoke  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Smoke (5 M),CA73122ABI-1F095,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Smoke  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Squirrel (2.5 M),CA73122ABI-117A5,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Squirrel 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Squirrel (4 M),CA73122ABI-429C9,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Squirrel  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Squirrel (5 M),CA73122ABI-96C5F,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Squirrel  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Sabre (2.5 M),CA73122ABI-5FAFD,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Sabre 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Sabre (4 M),CA73122ABI-6714C,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Sabre  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Sabre (5 M),CA73122ABI-12E1D,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Sabre  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Granola (2.5 M),CA73122ABI-6CA29,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Granola 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Granola (4 M),CA73122ABI-CC688,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Granola  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Granola (5 M),CA73122ABI-96391,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Granola  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Biscotti (2.5 M),CA73122ABI-555C9,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Biscotti 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Biscotti (4 M),CA73122ABI-DF58E,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Biscotti  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Biscotti (5 M),CA73122ABI-79874,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Biscotti  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Pine (2.5 M),CA73122ABI-C32AC,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Pine 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Pine (4 M),CA73122ABI-57645,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Pine  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Pine (5 M),CA73122ABI-10182,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Pine  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Oatcake (2.5 M),CA73122ABI-3FE95,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Oatcake 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Oatcake (4 M),CA73122ABI-63454,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Oatcake  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Oatcake (5 M),CA73122ABI-C34D1,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Oatcake  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Shortbread (2.5 M),CA73122ABI-F3F8A,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Shortbread 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Shortbread (4 M),CA73122ABI-6DE46,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Shortbread  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Shortbread (5 M),CA73122ABI-A89C0,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Shortbread  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Rice Cake (2.5 M),CA73122ABI-25CAC,Abingdon Carpets,31.475,31.475,62.5,Carpet,Carpet,Abingdon Carpets Royal Windsor  Rice Cake 2.5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Rice Cake (4 M),CA73122ABI-A8265,Abingdon Carpets,50.36,50.36,100.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Rice Cake  4,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Royal Windsor Rice Cake (5 M),CA73122ABI-C8CA7,Abingdon Carpets,62.95,62.95,125.0,Carpet,Carpet,Abingdon Carpets Royal Windsor  Rice Cake  5,Price per SQM: £30.00 inc VAT; Locations: Twickenham; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Gunmetal (2.5 M),CA97517ABI-27578,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk Gunmetal 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Gunmetal (4 M),CA97517ABI-CC153,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk Gunmetal  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Gunmetal (5 M),CA97517ABI-A13CB,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk Gunmetal  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Metallica (2.5 M),CA97517ABI-C4D2C,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Metallica 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Metallica (4 M),CA97517ABI-7294F,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Metallica  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Metallica (5 M),CA97517ABI-1C77B,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Metallica  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Silver Spoon (2.5 M),CA97517ABI-2E375,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Silver Spoon 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Silver Spoon (4 M),CA97517ABI-29E6D,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Silver Spoon  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Silver Spoon (5 M),CA97517ABI-AC81D,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Silver Spoon  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Belgravia (2.5 M),CA97517ABI-D6C16,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Belgravia 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Belgravia (4 M),CA97517ABI-A3013,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Belgravia  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Belgravia (5 M),CA97517ABI-D046D,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Belgravia  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Riviera (2.5 M),CA97517ABI-4A4B0,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Riviera 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Riviera (4 M),CA97517ABI-56B28,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Riviera  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Riviera (5 M),CA97517ABI-0000F,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Riviera  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Hazy Grey (2.5 M),CA97517ABI-2363C,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Hazy Grey 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Hazy Grey (4 M),CA97517ABI-58FED,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Hazy Grey  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Hazy Grey (5 M),CA97517ABI-309DE,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Hazy Grey  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Confetti (2.5 M),CA97517ABI-D7423,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Confetti 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Confetti (4 M),CA97517ABI-63D25,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Confetti  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Confetti (5 M),CA97517ABI-3B4D8,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Confetti  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Treasure Island (2.5 M),CA97517ABI-AFFE3,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Treasure Island 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Treasure Island (4 M),CA97517ABI-5B725,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Treasure Island  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Treasure Island (5 M),CA97517ABI-37589,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Treasure Island  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Cinnamon (2.5 M),CA97517ABI-201A6,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Cinnamon 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Cinnamon (4 M),CA97517ABI-8F5FB,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Cinnamon  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Cinnamon (5 M),CA97517ABI-ED5A1,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Cinnamon  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Sandstorm (2.5 M),CA97517ABI-B993F,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Sandstorm 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Sandstorm (4 M),CA97517ABI-2594E,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Sandstorm  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Sandstorm (5 M),CA97517ABI-8C15E,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Sandstorm  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Pebble Beach (2.5 M),CA97517ABI-80A74,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Pebble Beach 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Pebble Beach (4 M),CA97517ABI-64CD1,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Pebble Beach  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Pebble Beach (5 M),CA97517ABI-0BC79,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Pebble Beach  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Ivory Lace (2.5 M),CA97517ABI-3B7F4,Abingdon Carpets,37.475,37.475,75.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Ivory Lace 2.5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Ivory Lace (4 M),CA97517ABI-C3F39,Abingdon Carpets,59.96,59.96,120.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Ivory Lace  4,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Wild Silk Ivory Lace (5 M),CA97517ABI-728D6,Abingdon Carpets,74.95,74.95,150.0,Carpet,Carpet,Abingdon Carpets Wild Silk  Ivory Lace  5,Price per SQM: £36.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
