Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Spacia Stones (457mm x 457mm) Ceramic Flint,RE79385AMT-7F940,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Ceramic Flint,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Ceramic Frost,RE79385AMT-83BFD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Ceramic Frost,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Ceramic Light,RE79385AMT-D811B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Ceramic Light,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Ceramic Sable,RE79385AMT-15FE4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Ceramic Sable,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Dry Stone Alba,RE79385AMT-8727D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Dry Stone Alba,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Earth,RE79385AMT-A0744,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Earth,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Fairford Stone,RE79385AMT-86201,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Fairford Stone,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Gallery Concrete,RE79385AMT-7059B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Gallery Concrete,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Gibson,RE79385AMT-1BC7A,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Gibson,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Grey Marble,RE79385AMT-EDBF5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Grey Marble,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Highball,RE79385AMT-0E601,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Highball,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Horizon,RE79385AMT-EDA24,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Horizon,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Julep,RE79385AMT-AE640,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Julep,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Kingham Stone,RE79385AMT-64692,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Kingham Stone,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Lichen,RE79385AMT-17182,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Lichen,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Limestone Cool,RE79385AMT-0A079,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Limestone Cool,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Metropolis Ice,RE79385AMT-AC478,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Metropolis Ice,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Metropolis Smoke,RE79385AMT-2A572,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Metropolis Smoke,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Mimosa,RE79385AMT-6F70D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Mimosa,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Monmouth Slate,RE79385AMT-64B4D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Monmouth Slate,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Monument Concrete,RE79385AMT-1B57C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Monument Concrete,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Negroni,RE79385AMT-BAE76,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Negroni,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Pampas,RE79385AMT-EF476,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Pampas,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Peak,RE79385AMT-C83DB,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Peak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Plaza Concrete,RE79385AMT-83B08,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Plaza Concrete,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Rialto Concrete,RE79385AMT-1312F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Rialto Concrete,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Rose Marble,RE79385AMT-EE107,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Rose Marble,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Salt,RE79385AMT-49F8E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Salt,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Sea,RE79385AMT-58C23,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Sea,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Sidecar,RE79385AMT-2B068,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Sidecar,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Snow,RE79385AMT-9C823,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Snow,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Stanton Stone,RE79385AMT-DD327,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Stanton Stone,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Villa Concrete,RE79385AMT-084E6,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Villa Concrete,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) Vista,RE79385AMT-462D2,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  Vista,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Stones (457mm x 457mm) White Marble,RE79385AMT-1A9F3,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Stones (457mm x 457mm)  White Marble,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Black Walnut,RE68081AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm) Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Blackened Spa Wood,RE68081AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Bleached Elm,RE68081AMT-FC9F2,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Bleached Elm,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Canopy Oak,RE68081AMT-9CA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Canopy Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Coastal Pine,RE68081AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Credenza Oak,RE68081AMT-0F409,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Credenza Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Drift Pine,RE68081AMT-BC996,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Drift Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Dry Cedar,RE68081AMT-99A35,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Dry Cedar,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Dusky Walnut,RE68081AMT-BEC60,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Dusky Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Eden Oak,RE68081AMT-BF982,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Eden Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Estuary Pine,RE68081AMT-65BA5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Estuary Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Exotic Walnut,RE68081AMT-8294B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Exotic Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Featured Oak,RE68081AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Hampton Oak,RE68081AMT-F70D1,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Hampton Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Haven Oak,RE68081AMT-0D5B3,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Haven Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Honey Oak,RE68081AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Limed Wood Natural,RE68081AMT-E29E0,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Limed Wood Natural,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) New England Oak,RE68081AMT-77887,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  New England Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Noble Oak,RE68081AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Nordic Oak,RE68081AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Pale Ash,RE68081AMT-5BA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Pale Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Royal Oak,RE68081AMT-83463,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Royal Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Rustic Barn Wood,RE68081AMT-42C89,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Rustic Barn Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Sash Oak,RE68081AMT-90584,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Sash Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Scorched Timber,RE68081AMT-AFA7D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Scorched Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Sherwood Oak,RE68081AMT-B83BA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Sherwood Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Smoked Timber,RE68081AMT-E5DDA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Smoked Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Smoothbark Hickory,RE68081AMT-7BD7B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Smoothbark Hickory,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Sun Bleached Oak,RE68081AMT-971ED,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Sun Bleached Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Traditional Oak,RE68081AMT-4A1AF,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Traditional Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Warm Maple,RE68081AMT-E3643,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Warm Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Weathered Oak,RE68081AMT-CFF11,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Weathered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) White Ash,RE68081AMT-EA0E8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  White Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) White Maple,RE68081AMT-17E78,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  White Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) White Oak,RE68081AMT-A7DC4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  White Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Worn Ash,RE68081AMT-87FD5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Worn Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Mirus Cotton,RE68081AMT-10242,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Mirus Cotton,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Mirus Feather,RE68081AMT-A1F47,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Mirus Feather,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (915mm x 102mm) Mirus Hemp,RE68081AMT-DA83E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (915mm x 102mm)  Mirus Hemp,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Black Walnut,RE32078AMT-0753F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm) Black Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Blackened Spa Wood,RE32078AMT-5E78C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Blackened Spa Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Bleached Elm,RE32078AMT-FC9F2,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Bleached Elm,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Canopy Oak,RE32078AMT-9CA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Canopy Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Carriage Oak,RE32078AMT-0A0B8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Carriage Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Coastal Pine,RE32078AMT-B6AAD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Coastal Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Credenza Oak,RE32078AMT-0F409,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Credenza Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Drift Pine,RE32078AMT-BC996,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Drift Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Dry Cedar,RE32078AMT-99A35,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Dry Cedar,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Dusky Walnut,RE32078AMT-BEC60,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Dusky Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Eden Oak,RE32078AMT-BF982,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Eden Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Estuary Pine,RE32078AMT-65BA5,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Estuary Pine,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Exotic Walnut,RE32078AMT-8294B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Exotic Walnut,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Featured Oak,RE32078AMT-BDA4F,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Featured Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Forge Oak,RE32078AMT-7E444,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Forge Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Granary Oak,RE32078AMT-8AE13,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Granary Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Hampton Oak,RE32078AMT-F70D1,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Hampton Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Haven Oak,RE32078AMT-0D5B3,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Haven Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Honey Oak,RE32078AMT-08B2E,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Honey Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Iced Oak,RE32078AMT-EB54C,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Iced Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Limed Wood Natural,RE32078AMT-E29E0,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Limed Wood Natural,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Malthouse Oak,RE32078AMT-289C8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Malthouse Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Mulled Oak,RE32078AMT-EEEB7,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Mulled Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Muted Oak,RE32078AMT-B95A4,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Muted Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) New England Oak,RE32078AMT-77887,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  New England Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Noble Oak,RE32078AMT-C51A8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Noble Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Nordic Oak,RE32078AMT-B4CDD,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Nordic Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Pale Ash,RE32078AMT-5BA05,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Pale Ash,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Powdered Oak,RE32078AMT-8C1DB,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Powdered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Royal Oak,RE32078AMT-83463,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Royal Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Rustic Barn Wood,RE32078AMT-42C89,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Rustic Barn Wood,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Sash Oak,RE32078AMT-90584,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Sash Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Scorched Timber,RE32078AMT-AFA7D,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Scorched Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Sherwood Oak,RE32078AMT-B83BA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Sherwood Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Smoked Timber,RE32078AMT-E5DDA,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Smoked Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Smoothbark Hickory,RE32078AMT-7BD7B,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Smoothbark Hickory,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Sun Bleached Oak,RE32078AMT-971ED,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Sun Bleached Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Traditional Oak,RE32078AMT-4A1AF,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Traditional Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Urban Salvaged Timber,RE32078AMT-4EB45,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Urban Salvaged Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Warm Maple,RE32078AMT-E3643,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Warm Maple,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Washed Salvaged Timber,RE32078AMT-0C4FC,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Washed Salvaged Timber,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) Weathered Oak,RE32078AMT-CFF11,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  Weathered Oak,Price per SQM: £45.990 inc VAT; Locations: None
Spacia Woods (1220mm x 185mm) White Ash,RE32078AMT-EA0E8,Amtico,26.9,26.9,38.325,Vinyl,LVT,Amtico Spacia Woods (1220mm x 185mm)  White Ash,Price per SQM: £45.990 inc VAT; Locations: None
